edge_idx,D,M,rho,H,R,P,P_avg,is_bad
85,-0.26713252,3.2063687,0.05,0.0,0.04282627,0.04282627,0.025778772,0
86,-0.21366909,1.132249,0.05,0.0,0.0120963305,0.0120963305,0.010111593,0
87,-0.26713252,3.0,0.05,0.0,0.040069878,0.040069878,0.025381733,0
88,0.57378846,0.93222535,1.0,0.5349001,0.0,-0.5349001,-0.49823925,0
89,0.7382474,0.9085369,1.0,0.670725,0.0,-0.670725,-0.70478666,0
90,0.83905506,0.91494024,1.0,0.76768523,0.0,-0.76768523,-0.65764076,0
91,0.858194,0.9652539,0.05,0.041418754,0.0,-0.041418754,-0.047815822,0
92,0.8610185,1.0335729,0.05,0.04449627,0.0,-0.04449627,-0.054759882,0
93,-0.62747365,2.8404353,0.05,0.0,0.08911492,0.08911492,0.052329514,0
94,-0.7052586,1.1906624,0.2813398,0.0,0.23624802,0.23624802,0.13036276,0
95,-0.6274737,2.261465,0.05,0.0,0.0709505,0.0709505,0.044671267,0
96,-0.62747365,1.4707141,0.05,0.0,0.046141718,0.046141718,0.03494287,0
97,-0.33839446,2.9154477,0.05,0.0,0.049328566,0.049328566,0.02994593,0
98,-0.030918103,5.1411586,0.05,0.0,0.007947744,0.007947744,0.004396644,0
99,-0.056724228,3.172247,0.05,0.0,0.008997163,0.008997163,0.0053976458,0
100,-0.13220099,1.5436115,0.05,0.0,0.0102033485,0.0102033485,0.0072877468,0
101,-0.13220099,3.0535853,0.05,0.0,0.02018435,0.02018435,0.0116379615,0
102,-0.39452776,3.837843,0.84341335,0.0,1.2770423,1.2770423,0.7270916,0
103,-0.3478659,4.955144,0.05,0.0,0.08618629,0.08618629,0.049727306,0
104,-0.376385,2.7175512,0.05,0.0,0.051142275,0.051142275,0.030743381,0
105,-0.13220099,2.0,0.05,0.0,0.013220099,0.013220099,0.008796122,0
106,0.063857526,1.0,0.05,0.0031928762,0.0,-0.0031928762,-0.0030013807,0
107,0.041422054,8.217407,0.05,0.017019095,0.0,-0.017019095,-0.009034769,0
108,0.041422054,4.0,0.05,0.008284411,0.0,-0.008284411,-0.0049890988,0
109,0.041422054,2.8658814,0.05,0.0059355353,0.0,-0.0059355353,-0.0038146607,0
110,0.04142204,15.0,0.05,0.03106653,0.0,-0.03106653,-0.016006691,0
111,0.036790885,1.7767056,0.05,0.0032683287,0.0,-0.0032683287,-0.0022532742,0
112,0.036790907,2.3689406,0.05,0.004357774,0.0,-0.004357774,-0.002732636,0
113,0.036790915,1.9249328,0.05,0.003541002,0.0,-0.003541002,-0.0022760024,0
114,0.036790915,3.0535393,0.05,0.0056171254,0.0,-0.0056171254,-0.0033140643,0
115,0.0367909,2.6355886,0.05,0.0048482837,0.0,-0.0048482837,-0.0028921452,0
116,0.036790907,1.2558526,0.05,0.0023101978,0.0,-0.0023101978,-0.0017088479,0
117,0.036790915,2.0,0.05,0.0036790916,0.0,-0.0036790916,-0.002554433,0
118,0.036790915,2.8502467,0.05,0.0052431594,0.0,-0.0052431594,-0.0031270813,0
119,0.036790885,1.4555969,0.05,0.002677635,0.0,-0.002677635,-0.0019579274,0
120,-0.7390491,3.1072898,0.84341335,0.0,1.9368478,1.9368478,1.1388761,0
121,0.34659195,1.3480064,0.05,0.023360409,0.0,-0.023360409,-0.018009448,0
122,0.34659195,1.5650938,0.05,0.027122445,0.0,-0.027122445,-0.01872903,0
123,0.34659195,1.1192138,0.05,0.019395525,0.0,-0.019395525,-0.0166311,0
124,-0.106441185,3.2923546,0.05,0.0,0.017522106,0.017522106,0.009968632,0
125,-0.10644117,2.794001,0.05,0.0,0.014869838,0.014869838,0.0081565855,0
126,-0.10644117,2.0584967,0.05,0.0,0.01095544,0.01095544,0.0065800836,0
127,-0.13778123,0.966868,0.05,0.0,0.006660813,0.006660813,0.008713339,0
128,-0.08136697,2.4725006,0.05,0.0,0.010058994,0.010058994,0.01120072,0
129,-0.09079642,1.4036214,0.05,0.0,0.0063721896,0.0063721896,0.0043633133,0
130,-0.10644116,1.417407,0.05,0.0,0.007543523,0.007543523,0.0053307386,0
131,-0.106441185,1.0165672,0.05,0.0,0.0054102307,0.0054102307,0.003912694,0
132,-0.61356425,0.56167144,1.0,0.0,0.3446215,0.3446215,0.42603606,0
133,-0.099039,3.0,0.05,0.0,0.0148558505,0.0148558505,0.009160867,0
134,-0.099039,3.0,0.05,0.0,0.0148558505,0.0148558505,0.009160867,0
135,-0.16123827,4.248759,0.05,0.0,0.034253128,0.034253128,0.01992815,0
136,-0.1668778,1.5616052,0.05,0.0,0.013029862,0.013029862,0.009663086,0
137,-0.1668778,2.043609,0.05,0.0,0.017051648,0.017051648,0.010751906,0
138,-0.1668778,1.9397445,0.05,0.0,0.016185015,0.016185015,0.010153459,0
139,0.16721359,0.70491654,1.0,0.11787163,0.0,-0.11787163,-0.15680695,0
140,0.25447556,1.4464929,0.05,0.018404854,0.0,-0.018404854,-0.012843568,0
141,0.25447556,3.0,0.05,0.038171336,0.0,-0.038171336,-0.023156587,0
142,0.25447553,2.0,0.05,0.025447553,0.0,-0.025447553,-0.017424468,0
143,0.26427686,1.3578523,0.05,0.017942447,0.0,-0.017942447,-0.016651344,0
144,0.25447553,2.0,0.05,0.025447553,0.0,-0.025447553,-0.017424468,0
145,0.4440326,1.0010787,0.05,0.022225581,0.0,-0.022225581,-0.017482,0
146,0.14965017,18.0,0.05,0.13468516,0.0,-0.13468516,-0.06897902,0
147,0.14965016,2.0,0.05,0.014965015,0.0,-0.014965015,-0.011600795,0
148,0.14965017,1.0,0.05,0.0074825087,0.0,-0.0074825087,-0.008785106,0
149,0.13720235,3.6771364,0.05,0.025225589,0.0,-0.025225589,-0.014371083,0
150,0.13720235,3.326828,0.05,0.022822432,0.0,-0.022822432,-0.013290906,0
151,0.13720235,4.6788573,0.05,0.032097515,0.0,-0.032097515,-0.017928448,0
152,0.1637795,10.224958,0.05,0.08373193,0.0,-0.08373193,-0.043908425,0
153,-0.17349604,1.1352549,1.0,0.0,0.19696222,0.19696222,0.20420909,0
154,0.63361347,2.0,0.05,0.06336135,0.0,-0.06336135,-0.045067318,0
155,-0.13411364,1.6302958,0.05,0.0,0.010932245,0.010932245,0.007424026,0
156,-0.15501487,2.6171186,0.05,0.0,0.020284615,0.020284615,0.012829049,0
157,-0.1204807,1.9494593,0.05,0.0,0.011743612,0.011743612,0.0087024,0
158,-0.1204807,1.30286,0.05,0.0,0.007848474,0.007848474,0.0067548314,0
159,-0.13411365,2.492029,0.05,0.0,0.016710756,0.016710756,0.010142691,0
160,-0.13411364,0.9968116,0.05,0.0,0.006684302,0.006684302,0.0058697932,0
161,-0.12821618,1.0,0.05,0.0,0.006410809,0.006410809,0.0064887926,0
162,-0.12821618,1.2244301,0.05,0.0,0.007849587,0.007849587,0.00660567,0
163,-0.12821618,1.2244301,0.05,0.0,0.007849587,0.007849587,0.00660567,0
164,-0.22892538,4.2888994,0.05,0.0,0.049091898,0.049091898,0.026105164,0
165,-0.20569006,1.7862754,0.05,0.0,0.018370954,0.018370954,0.014285585,0
166,-0.5286007,4.3510933,0.05,0.0,0.11499955,0.11499955,0.06167709,0
167,-0.08252141,2.607658,0.05,0.0,0.010759381,0.010759381,0.0068474384,0
168,-0.08252141,3.1873374,0.05,0.0,0.013151179,0.013151179,0.0076851025,0
169,-0.075712696,2.5170834,0.05,0.0,0.009528759,0.009528759,0.006923124,0
170,-0.705734,2.0734522,0.05,0.0,0.07316529,0.07316529,0.038498558,0
171,-0.4449498,1.8421931,0.05,0.0,0.040984176,0.040984176,0.02673203,0
172,0.28657123,1.0,0.05,0.014328562,0.0,-0.014328562,-0.012624163,0
173,0.28657123,5.0,0.05,0.07164281,0.0,-0.07164281,-0.03897367,0
174,-0.2904647,1.0968636,0.05,0.0,0.015930008,0.015930008,0.011372522,0
175,-0.37292925,3.0,0.05,0.0,0.055939384,0.055939384,0.034114093,0
176,-0.37292925,3.0,0.05,0.0,0.055939384,0.055939384,0.034114093,0
177,-0.37292922,1.373276,0.05,0.0,0.025606738,0.025606738,0.018299086,0
178,0.8270691,1.1383646,0.05,0.04707531,0.0,-0.04707531,-0.05834112,0
179,-0.37292922,1.3157265,0.05,0.0,0.024533644,0.024533644,0.01776254,0
180,-0.37292925,3.0,0.05,0.0,0.055939384,0.055939384,0.034114093,0
181,-0.37292925,3.0,0.05,0.0,0.055939384,0.055939384,0.034114093,0
182,-0.37292925,2.0,0.05,0.0,0.037292924,0.037292924,0.025741402,0
183,0.3163516,1.7485341,0.05,0.02765758,0.0,-0.02765758,-0.021607786,0
184,0.32644767,3.5537531,0.05,0.05800572,0.0,-0.05800572,-0.032781668,0
185,0.3499109,10.799278,0.05,0.18893927,0.0,-0.18893927,-0.0984851,0
186,-0.52735937,2.690829,0.05,0.0,0.07095169,0.07095169,0.041862264,0
187,-0.52735937,1.9157861,0.05,0.0,0.050515387,0.050515387,0.031644113,0
188,-0.52735937,2.018122,0.05,0.0,0.053213775,0.053213775,0.03374712,0
189,-0.52735937,2.018122,0.05,0.0,0.053213775,0.053213775,0.03374712,0
190,-0.52735937,3.0,0.05,0.0,0.0791039,0.0791039,0.046692185,0
191,-0.52735937,2.1321867,0.05,0.0,0.05622143,0.05622143,0.034497134,0
192,-0.19892326,1.9009151,0.05,0.0,0.018906811,0.018906811,0.012794858,0
193,-0.19892326,1.2507645,0.05,0.0,0.012440307,0.012440307,0.010533949,0
194,-0.19892326,1.3824168,0.05,0.0,0.013749743,0.013749743,0.011188667,0
195,-0.19892326,1.812743,0.05,0.0,0.018029837,0.018029837,0.012065234,0
196,-0.1970701,4.1526494,0.05,0.0,0.040918153,0.040918153,0.022801664,0
197,-0.7844942,3.1349795,0.05,0.0,0.12296866,0.12296866,0.069080845,0
198,-0.66977555,2.9225852,0.84341335,0.0,1.6509615,1.6509615,1.0049402,0
199,-0.6333175,3.3544638,0.05,0.0,0.106222026,0.106222026,0.05468465,0
200,-0.23253587,2.7846575,0.05,0.0,0.03237664,0.03237664,0.021401957,0
201,0.058500715,3.2620156,0.05,0.0095415125,0.0,-0.0095415125,-0.0065286667,0
202,0.3020684,0.48384055,1.0,0.14615294,0.0,-0.14615294,-0.24429737,0
203,-0.27707395,5.7011085,0.05,0.0,0.07898144,0.07898144,0.04216176,0
204,-0.27707392,1.9998306,0.05,0.0,0.027705045,0.027705045,0.017469127,0
205,-0.27707392,7.0,0.05,0.0,0.09697587,0.09697587,0.051620007,0
206,-0.034510233,0.9040838,0.05,0.0,0.0015600071,0.0015600071,0.0013335554,0
207,-0.27707392,3.0,0.05,0.0,0.04156109,0.04156109,0.025209961,0
208,-0.22555283,1.046671,0.05,0.0,0.01180398,0.01180398,0.008493339,0
209,-0.27707392,1.7116433,0.05,0.0,0.023712587,0.023712587,0.015818084,0
210,-0.034510233,1.1232634,0.05,0.0,0.0019382039,0.0019382039,0.001522654,0
211,-0.27707392,2.0298011,0.05,0.0,0.028120248,0.028120248,0.018021915,0
212,-0.27707392,1.1845915,0.05,0.0,0.016410971,0.016410971,0.013320135,0
213,-0.03451027,1.007358,0.05,0.0,0.0017382097,0.0017382097,0.001374427,0
214,0.08392627,1.4239105,0.05,0.005975175,0.0,-0.005975175,-0.0044907136,0
215,0.08392626,1.8985474,0.05,0.007966899,0.0,-0.007966899,-0.0053278864,0
216,0.076564856,1.4004669,0.05,0.0053613274,0.0,-0.0053613274,-0.004029781,0
217,0.08392625,1.9428481,0.05,0.008152798,0.0,-0.008152798,-0.0051392694,0
218,0.38846225,2.0824742,0.05,0.04044813,0.0,-0.04044813,-0.026866253,0
219,-0.08106129,1.8864216,0.05,0.0,0.0076457886,0.0076457886,0.0042732772,0
220,0.47038433,0.82235163,1.0,0.38682133,0.0,-0.38682133,-0.720119,0
221,-0.14389692,2.029864,0.05,0.0,0.01460456,0.01460456,0.008044502,0
222,-0.14389692,3.5028718,0.05,0.0,0.025202624,0.025202624,0.013343534,0
223,-0.32054174,2.0,0.05,0.0,0.032054175,0.032054175,0.021652943,0
224,-0.3205418,3.9881501,0.05,0.0,0.06391844,0.06391844,0.03540434,0
225,-0.14389703,1.1888967,0.05,0.0,0.008553935,0.008553935,0.005272763,0
226,-0.39393693,1.6090738,0.84341335,0.0,0.5346174,0.5346174,0.44224298,0
227,-0.3205418,2.402768,0.05,0.0,0.03850938,0.03850938,0.023612458,0
228,-0.14389697,2.738101,0.05,0.0,0.019700222,0.019700222,0.010390157,0
229,-0.32308945,0.9631062,0.05,0.0,0.015558474,0.015558474,0.019325288,0
230,-0.61356425,0.8270537,1.0,0.0,0.5074506,0.5074506,0.42603606,0
231,0.3020684,1.1336564,1.0,0.3424418,0.0,-0.3424418,-0.24429737,0
232,-0.23755273,3.9641943,0.05,0.0,0.04708526,0.04708526,0.027154433,0
233,0.18231925,1.1179156,0.05,0.010190878,0.0,-0.010190878,-0.007613467,0
234,0.18557915,2.0873606,0.05,0.019368531,0.0,-0.019368531,-0.0119225625,0
235,0.13862279,1.2558081,0.05,0.008704182,0.0,-0.008704182,-0.0074233063,0
236,0.064592,0.68872327,0.05,0.0022243005,0.0,-0.0022243005,-0.0021433122,0
237,0.18231925,2.0,0.05,0.018231926,0.0,-0.018231926,-0.013227886,0
238,0.17236693,3.0789475,0.05,0.026535437,0.0,-0.026535437,-0.016788006,0
239,-0.114909746,2.0,0.05,0.0,0.011490975,0.011490975,0.008560638,0
240,-0.23853634,2.1405723,0.05,0.0,0.025530215,0.025530215,0.0135346595,0
241,-0.23853636,3.4159515,0.05,0.0,0.040741432,0.040741432,0.020952443,0
242,-0.53029954,1.8893477,0.05,0.0,0.05009601,0.05009601,0.03149878,0
243,-0.004160315,1.3727049,0.05,0.0,0.00028554423,0.00028554423,0.00017513703,0
244,-0.004160337,2.0,0.05,0.0,0.00041603373,0.00041603373,0.00027793346,0
245,-0.004160337,1.5816092,0.05,0.0,0.0003290014,0.0003290014,0.0002344173,0
246,-0.05498629,1.550654,0.05,0.0,0.0042632357,0.0042632357,0.002929108,0
247,-0.05498629,1.9265836,0.05,0.0,0.0052967845,0.0052967845,0.0034458824,0
248,-0.0041603073,1.5546784,0.05,0.0,0.000323397,0.000323397,0.0002222476,0
249,-0.061725147,2.9481835,0.05,0.0,0.009098854,0.009098854,0.005170195,0
250,-0.05498629,1.7277864,0.05,0.0,0.0047502285,0.0047502285,0.0031031198,0
251,-0.5968936,1.7729216,0.05,0.0,0.05291228,0.05291228,0.038819496,0
252,-0.0451983,2.0691695,0.05,0.0,0.0046761474,0.0046761474,0.0035074814,0
253,0.5754558,1.0,0.05,0.02877279,0.0,-0.02877279,-0.028136484,0
254,0.2513695,1.237946,0.05,0.015559095,0.0,-0.015559095,-0.012486655,0
255,0.28018296,1.8292958,0.05,0.025626875,0.0,-0.025626875,-0.020248324,0
256,0.25136948,1.0,0.05,0.012568474,0.0,-0.012568474,-0.012049241,0
257,-0.56058645,3.069306,0.05,0.0,0.086030565,0.086030565,0.052436493,0
258,-0.46868017,2.0513592,0.84341335,0.0,0.81088406,0.81088406,0.54674965,0
259,-0.50372386,2.504975,0.05,0.0,0.06309079,0.06309079,0.0359542,0
260,0.33988765,2.4462247,0.05,0.04157208,0.0,-0.04157208,-0.026182942,0
261,0.33988765,4.622713,0.05,0.07856016,0.0,-0.07856016,-0.04151461,0
262,0.33988765,5.4041553,0.05,0.09184028,0.0,-0.09184028,-0.04990602,0
263,0.29313993,4.612013,0.05,0.06759826,0.0,-0.06759826,-0.037930727,0
264,0.33988762,1.9370645,0.05,0.032919213,0.0,-0.032919213,-0.021456167,0
265,0.33988765,1.6536484,0.05,0.028102735,0.0,-0.028102735,-0.018725222,0
266,0.33988762,3.33251,0.05,0.056633946,0.0,-0.056633946,-0.033313535,0
267,0.41003072,2.1823316,0.05,0.04474115,0.0,-0.04474115,-0.030372214,0
268,0.3942846,0.892681,0.05,0.01759852,0.0,-0.01759852,-0.016964562,0
269,-0.033460487,1.1493893,0.05,0.0,0.0019229563,0.0019229563,0.0017515537,0
270,-0.2687425,2.629798,0.05,0.0,0.035336923,0.035336923,0.020145066,0
271,-0.033460487,1.1493893,0.05,0.0,0.0019229563,0.0019229563,0.0017515537,0
272,-0.3034973,2.5633972,0.05,0.0,0.03889921,0.03889921,0.0220038,0
273,-0.2941973,2.3897276,0.84341335,0.0,0.5929629,0.5929629,0.36499083,0
274,-0.6710932,2.2835674,0.05,0.0,0.076624334,0.076624334,0.044897024,0
275,-0.6710932,3.8441062,0.05,0.0,0.12898768,0.12898768,0.07050497,0
276,0.4333942,3.2162392,0.05,0.06969497,0.0,-0.06969497,-0.03752295,0
277,0.4333942,2.3883185,0.05,0.05175417,0.0,-0.05175417,-0.028354082,0
278,-0.67109317,5.6576176,0.05,0.0,0.18983942,0.18983942,0.1001255,0
279,-0.6710932,3.4597967,0.05,0.0,0.11609231,0.11609231,0.064631015,0
280,0.4333942,2.463863,0.05,0.053391196,0.0,-0.053391196,-0.02937106,0
281,-0.67109317,2.533667,0.05,0.0,0.08501633,0.08501633,0.048073385,0
282,-0.7495799,2.290394,0.84341335,0.0,1.4480002,1.4480002,1.0012591,0
283,0.4333942,2.590986,0.05,0.056145914,0.0,-0.056145914,-0.03074842,0
284,0.43339413,2.9254482,0.05,0.0633936,0.0,-0.0633936,-0.03401382,0
285,0.4333942,2.5729914,0.05,0.055755977,0.0,-0.055755977,-0.03080881,0
286,-0.40289697,1.9040768,0.05,0.0,0.03835734,0.03835734,0.023939025,0
287,-0.37469488,2.0767386,0.05,0.0,0.038907167,0.038907167,0.029504623,0
288,-0.38390604,3.5620039,0.05,0.0,0.06837374,0.06837374,0.040959448,0
289,-0.40289697,1.5178978,0.05,0.0,0.030577822,0.030577822,0.021675598,0
290,-0.19254823,2.716048,0.05,0.0,0.026148513,0.026148513,0.018699696,0
291,-0.40289697,1.3136404,0.05,0.0,0.026463086,0.026463086,0.02147672,0
292,-0.40289697,1.6824316,0.05,0.0,0.03389233,0.03389233,0.023332851,0
293,-0.40289697,5.385193,0.05,0.0,0.108483896,0.108483896,0.057608027,0
294,-0.39192343,1.9308306,0.05,0.0,0.03783689,0.03783689,0.03139474,0
295,-0.03592468,0.8879073,1.0,0.0,0.031897787,0.031897787,0.03212396,0
296,0.42085955,1.245291,0.05,0.02620463,0.0,-0.02620463,-0.019316545,0
297,0.42085955,1.245291,0.05,0.02620463,0.0,-0.02620463,-0.019316545,0
298,0.44397575,1.112264,0.05,0.024690913,0.0,-0.024690913,-0.026848711,0
299,0.44397572,1.2061864,0.05,0.026775876,0.0,-0.026775876,-0.024198027,0
300,0.42085955,1.2837782,0.05,0.027014516,0.0,-0.027014516,-0.019180048,0
301,0.7390055,1.2554357,1.0,0.9277739,0.0,-0.9277739,-0.7288554,0
302,0.46702892,3.2976594,0.05,0.07700512,0.0,-0.07700512,-0.04480972,0
303,0.28580645,2.1993911,0.05,0.03143001,0.0,-0.03143001,-0.019426165,0
304,0.28016734,1.6592357,0.05,0.023243183,0.0,-0.023243183,-0.017027525,0
305,0.28016734,1.4955719,0.05,0.02095052,0.0,-0.02095052,-0.015310474,0
306,0.39933723,1.2137247,0.05,0.024234273,0.0,-0.024234273,-0.020174721,0
307,-0.040405087,2.4561315,0.05,0.0,0.004962011,0.004962011,0.0032110482,0
308,-0.040405076,1.0,0.05,0.0,0.0020202538,0.0020202538,0.0020425627,0
309,-0.013352111,1.2782803,0.05,0.0,0.000853387,0.000853387,0.0006272288,0
310,-0.013352115,4.0,0.05,0.0,0.002670423,0.002670423,0.0015888709,0
311,-0.124146245,2.7427273,0.05,0.0,0.017024966,0.017024966,0.0105638,0
312,-0.124146245,3.0426052,0.05,0.0,0.0188864,0.0188864,0.011494517,0
313,-0.12414625,2.0,0.05,0.0,0.012414626,0.012414626,0.008855552,0
314,-0.16640456,2.962122,0.05,0.0,0.024645532,0.024645532,0.014556248,0
315,-0.16640458,2.6605046,0.05,0.0,0.022136008,0.022136008,0.013106885,0
316,-0.16640458,1.481061,0.05,0.0,0.012322767,0.012322767,0.009044797,0
317,-0.16640458,2.6181796,0.05,0.0,0.021783853,0.021783853,0.012930808,0
318,-0.008828975,3.0,0.05,0.0,0.0013243463,0.0013243463,0.0008287971,0
319,0.027284652,3.4619477,0.05,0.004722902,0.0,-0.004722902,-0.0030269497,0
320,-0.48777264,1.5429147,0.05,0.0,0.03762958,0.03762958,0.026879806,0
