edge_idx,D,M,rho,H,R,P,P_avg,is_bad
56,0.9999599,1.290119,0.05,0.064503364,0.0,-0.064503364,-0.05893401,0
57,0.9999599,1.8346146,0.05,0.091727056,0.0,-0.091727056,-0.072545856,0
58,-0.5422955,0.6695043,1.0,0.0,0.36306918,0.36306918,0.7585289,0
59,-0.5263196,2.5347078,0.05,0.0,0.06670332,0.06670332,0.060665168,0
60,0.42708978,2.7612813,0.05,0.05896575,0.0,-0.05896575,-0.033512533,0
61,0.44654435,1.2323066,0.05,0.027513979,0.0,-0.027513979,-0.023224402,0
62,0.4270898,1.211138,0.05,0.025863236,0.0,-0.025863236,-0.016535854,0
63,1.0,2.0,0.05,0.1,0.0,-0.1,-0.075,0
64,0.3875314,0.8055659,0.05,0.015609104,0.0,-0.015609104,-0.017328124,0
65,0.99999994,1.4831445,0.05,0.07415722,0.0,-0.07415722,-0.053052947,0
66,0.9996997,1.715107,0.05,0.0857296,0.0,-0.0857296,-0.07515101,0
67,0.99999994,1.0,0.05,0.049999997,0.0,-0.049999997,-0.056948666,0
68,0.99999994,1.4540825,0.05,0.07270412,0.0,-0.07270412,-0.056558177,0
69,1.0000001,2.0,0.05,0.10000002,0.0,-0.10000002,-0.07500001,0
70,1.0000001,1.2650274,0.05,0.06325138,0.0,-0.06325138,-0.056625694,0
71,0.99999994,1.4940205,1.0,1.4940203,0.0,-1.4940203,-1.5626249,0
72,0.99922115,2.5748932,0.05,0.12864439,0.0,-0.12864439,-0.09279911,0
73,0.99922115,4.057526,0.05,0.20271829,0.0,-0.20271829,-0.12239074,0
74,0.9992212,5.746178,0.05,0.28708515,0.0,-0.28708515,-0.15954521,0
75,0.9992212,4.6370153,0.05,0.2316702,0.0,-0.2316702,-0.13447762,0
76,0.99999994,2.8252082,0.05,0.1412604,0.0,-0.1412604,-0.0956302,0
77,-0.58408487,0.5269127,1.0,0.0,0.30776173,0.30776173,0.6912031,0
78,0.81841415,1.5658044,0.05,0.06407382,0.0,-0.06407382,-0.05571285,0
79,-0.5463239,0.4190676,0.05,0.0,0.011447333,0.011447333,0.0151246125,0
80,0.8184142,0.9333937,0.05,0.038195137,0.0,-0.038195137,-0.04594356,0
81,-0.19005206,0.17623791,0.3702935,0.0,0.01240275,0.01240275,0.015039293,0
82,-0.5828812,0.6649433,0.05,0.0,0.019379148,0.019379148,0.021869004,0
83,-0.5828813,0.75006455,0.05,0.0,0.021859929,0.021859929,0.02427186,0
84,1.0,1.6710815,0.05,0.08355408,0.0,-0.08355408,-0.063855864,0
85,1.0,3.235894,0.05,0.1617947,0.0,-0.1617947,-0.10474521,0
86,0.9651965,1.3494297,0.05,0.065123245,0.0,-0.065123245,-0.059538193,0
87,1.0,4.0,0.05,0.2,0.0,-0.2,-0.12612401,0
88,1.0000001,1.0716797,1.0,1.0716798,0.0,-1.0716798,-1.0887334,0
89,0.99995905,1.0782464,1.0,1.0782022,0.0,-1.0782022,-0.99742603,0
90,0.99999005,1.0220215,1.0,1.0220114,0.0,-1.0220114,-0.9344269,0
91,0.99995905,1.1138684,0.05,0.055691138,0.0,-0.055691138,-0.053466715,0
92,1.0000001,1.4558693,0.05,0.07279348,0.0,-0.07279348,-0.06404141,0
93,-0.89209366,1.45352,0.05,0.0,0.064833805,0.064833805,0.0541304,0
94,-0.7245039,0.42328945,0.24622597,0.0,0.07551131,0.07551131,0.07229518,0
95,-0.8920938,1.1568702,0.05,0.0,0.05160184,0.05160184,0.05149268,0
96,-0.8920938,0.9300233,0.05,0.0,0.041483402,0.041483402,0.05390962,0
97,0.99999994,1.598428,0.05,0.079921395,0.0,-0.079921395,-0.059666604,0
98,0.9997367,4.2148952,0.05,0.21068928,0.0,-0.21068928,-0.12597908,0
99,1.0,3.5597982,0.05,0.17798992,0.0,-0.17798992,-0.11151166,0
100,0.81132746,0.9878514,0.05,0.040073548,0.0,-0.040073548,-0.03996332,0
101,0.81132746,1.6397138,0.05,0.06651724,0.0,-0.06651724,-0.04734882,0
102,-0.628636,1.4307437,0.84662986,0.0,0.7614733,0.7614733,0.6962996,0
103,0.05118586,2.2159061,0.05,0.0056711533,0.0,-0.0056711533,-0.0046499665,0
104,0.37563282,1.2465247,0.05,0.02341178,0.0,-0.02341178,-0.020025957,0
105,0.81132746,2.0,0.05,0.08113275,0.0,-0.08113275,-0.06049292,0
106,0.9999999,1.0,0.05,0.049999993,0.0,-0.049999993,-0.049999993,0
107,1.0000001,4.0424542,0.05,0.20212275,0.0,-0.20212275,-0.1199934,0
108,1.0000001,4.0,0.05,0.20000003,0.0,-0.20000003,-0.13167936,0
109,1.0000001,2.7643726,0.05,0.13821866,0.0,-0.13821866,-0.10078867,0
110,1.0000001,15.0,0.05,0.7500001,0.0,-0.7500001,-0.39270934,0
111,1.0,1.2744231,0.05,0.06372116,0.0,-0.06372116,-0.061275586,0
112,1.0,1.8952149,0.05,0.094760746,0.0,-0.094760746,-0.071397625,0
113,1.0,1.2461623,0.05,0.062308114,0.0,-0.062308114,-0.05517131,0
114,1.0,2.7616632,0.05,0.13808316,0.0,-0.13808316,-0.09127724,0
115,1.0,1.9271283,0.05,0.096356414,0.0,-0.096356414,-0.06897776,0
116,1.0,0.6944694,0.05,0.03472347,0.0,-0.03472347,-0.043671317,0
117,0.9999999,2.0,0.05,0.09999999,0.0,-0.09999999,-0.083965525,0
118,1.0,2.013499,0.05,0.10067495,0.0,-0.10067495,-0.07435473,0
119,1.0,0.8678989,0.05,0.043394946,0.0,-0.043394946,-0.05111248,0
120,0.9719036,1.8144187,0.84662986,1.492981,0.0,-1.492981,-1.1579118,0
121,0.99999994,2.319225,0.05,0.115961246,0.0,-0.115961246,-0.08181091,0
122,1.0,2.769574,0.05,0.1384787,0.0,-0.1384787,-0.08824934,0
123,1.0,1.9846356,0.05,0.09923178,0.0,-0.09923178,-0.07535553,0
124,1.0,2.2740717,0.05,0.113703586,0.0,-0.113703586,-0.06842642,0
125,1.0,0.9429056,0.05,0.04714528,0.0,-0.04714528,-0.03175714,0
126,1.0,0.99401516,0.05,0.04970076,0.0,-0.04970076,-0.03642501,0
127,-0.96327245,0.35524485,0.05,0.0,0.017109878,0.017109878,0.05109926,0
128,-0.97920746,1.1736208,0.05,0.0,0.05746091,0.05746091,0.10924102,0
129,0.99963975,0.5514508,0.05,0.027562607,0.0,-0.027562607,-0.028241929,0
130,1.0,1.2411431,0.05,0.062057156,0.0,-0.062057156,-0.046340376,0
131,1.0,0.4606781,0.05,0.023033906,0.0,-0.023033906,-0.024018984,0
132,0.8576553,1.3306525,1.0,1.1412411,0.0,-1.1412411,-0.983645,0
133,0.5338789,1.5282992,0.05,0.040796336,0.0,-0.040796336,-0.033233568,0
134,0.533879,3.0,0.05,0.08008185,0.0,-0.08008185,-0.05439134,0
135,0.999403,4.049585,0.05,0.20235837,0.0,-0.20235837,-0.1319932,0
136,1.0,5.305319,0.05,0.26526594,0.0,-0.26526594,-0.15408863,0
137,1.0,1.6771622,0.05,0.08385811,0.0,-0.08385811,-0.066703916,0
138,0.99999994,1.653936,0.05,0.082696795,0.0,-0.082696795,-0.06428546,0
139,0.99999994,1.6312295,1.0,1.6312294,0.0,-1.6312294,-1.5626249,0
140,0.99863094,2.2101955,0.05,0.110358484,0.0,-0.110358484,-0.07123421,0
141,0.998631,3.0,0.05,0.14979465,0.0,-0.14979465,-0.09456056,0
142,0.998631,2.0,0.05,0.099863105,0.0,-0.099863105,-0.0726367,0
143,0.9995341,2.6235719,0.05,0.13111748,0.0,-0.13111748,-0.104034886,0
144,0.2988333,1.4839091,0.05,0.022172073,0.0,-0.022172073,-0.020084314,0
145,0.7927494,1.7099586,0.05,0.06777844,0.0,-0.06777844,-0.047223337,0
146,0.99999994,18.0,0.05,0.9,0.0,-0.9,-0.46197766,0
147,0.9999999,3.0,0.05,0.14999998,0.0,-0.14999998,-0.10110469,0
148,0.99999994,1.0,0.05,0.049999997,0.0,-0.049999997,-0.061917625,0
149,1.0,1.8532413,0.05,0.092662066,0.0,-0.092662066,-0.06963402,0
150,0.99999994,1.6913738,0.05,0.08456869,0.0,-0.08456869,-0.06719629,0
151,0.68782115,2.3515482,0.05,0.08087223,0.0,-0.08087223,-0.061075702,0
152,0.99846065,3.7637436,0.05,0.1878975,0.0,-0.1878975,-0.1156931,0
153,1.0,1.5888659,1.0,1.5888659,0.0,-1.5888659,-1.4707733,0
154,0.9997412,3.727807,0.05,0.1863421,0.0,-0.1863421,-0.10934984,0
155,1.0,1.3472013,0.05,0.067360066,0.0,-0.067360066,-0.05439307,0
156,0.9994858,2.2797656,0.05,0.11392967,0.0,-0.11392967,-0.081175655,0
157,0.9998702,3.6632586,0.05,0.18313916,0.0,-0.18313916,-0.12306423,0
158,0.9998702,0.86157316,0.05,0.04307307,0.0,-0.04307307,-0.053031184,0
159,1.0,2.097548,0.05,0.104877405,0.0,-0.104877405,-0.071347035,0
160,1.0,1.2585288,0.05,0.06292644,0.0,-0.06292644,-0.054621108,0
161,0.9999999,1.0,0.05,0.049999993,0.0,-0.049999993,-0.05703772,0
162,1.0,0.6780134,0.05,0.03390067,0.0,-0.03390067,-0.039604425,0
163,1.0,1.2824322,0.05,0.06412161,0.0,-0.06412161,-0.054714896,0
164,0.8045798,1.4298853,0.05,0.057522837,0.0,-0.057522837,-0.03734434,0
165,0.44294485,1.7269162,0.05,0.038246434,0.0,-0.038246434,-0.031902693,0
166,0.1180384,1.3629823,0.05,0.008044212,0.0,-0.008044212,-0.0056500486,0
167,1.0000001,2.008393,0.05,0.10041967,0.0,-0.10041967,-0.078791946,0
168,1.0,1.6885115,0.05,0.084425576,0.0,-0.084425576,-0.062423393,0
169,0.9995829,1.2494274,0.05,0.062445316,0.0,-0.062445316,-0.0790996,0
170,0.46197402,1.0414625,0.05,0.024056433,0.0,-0.024056433,-0.015610328,0
171,1.0000001,1.0713662,0.05,0.05356832,0.0,-0.05356832,-0.062280953,0
172,1.0000001,1.0,0.05,0.05000001,0.0,-0.05000001,-0.057583436,0
173,0.99999994,6.0,0.05,0.29999998,0.0,-0.29999998,-0.16741656,0
174,0.99674773,0.5289968,0.05,0.02636382,0.0,-0.02636382,-0.029375663,0
175,1.0,2.4996402,0.05,0.124982014,0.0,-0.124982014,-0.08337936,0
176,1.0,3.0,0.05,0.15,0.0,-0.15,-0.09835389,0
177,1.0,0.85299665,0.05,0.04264983,0.0,-0.04264983,-0.04221327,0
178,-0.18684177,0.57357556,0.05,0.0,0.0053583933,0.0053583933,0.012860727,0
179,1.0,0.76759577,0.05,0.03837979,0.0,-0.03837979,-0.038258262,0
180,1.0,3.0,0.05,0.15,0.0,-0.15,-0.09835389,0
181,1.0,3.0,0.05,0.15,0.0,-0.15,-0.09835389,0
182,1.0,3.0,0.05,0.15,0.0,-0.15,-0.09835389,0
183,0.96759593,2.5933683,0.05,0.12546663,0.0,-0.12546663,-0.093898825,0
184,0.9477034,5.0519586,0.05,0.23938791,0.0,-0.23938791,-0.13655435,0
185,0.9999999,9.477272,0.05,0.47386354,0.0,-0.47386354,-0.26193178,0
186,1.0,1.8321596,0.05,0.09160798,0.0,-0.09160798,-0.069857605,0
187,1.0,1.1408715,0.05,0.05704358,0.0,-0.05704358,-0.052575406,0
188,1.0,1.1049457,0.05,0.055247284,0.0,-0.055247284,-0.051677257,0
189,1.0,1.3741196,0.05,0.06870598,0.0,-0.06870598,-0.061245758,0
190,1.0,3.0,0.05,0.15,0.0,-0.15,-0.10189277,0
191,1.0,1.3395212,0.05,0.06697606,0.0,-0.06697606,-0.057541646,0
192,1.0,1.257472,0.05,0.0628736,0.0,-0.0628736,-0.05611921,0
193,0.99999994,1.0,0.05,0.049999997,0.0,-0.049999997,-0.056864858,0
194,0.99999994,0.49797633,0.05,0.024898816,0.0,-0.024898816,-0.040045187,0
195,0.99999994,1.1852556,0.05,0.05926278,0.0,-0.05926278,-0.052163243,0
196,0.9995271,3.0679433,0.05,0.15332463,0.0,-0.15332463,-0.09497874,0
197,0.9645988,0.9035807,0.05,0.043579645,0.0,-0.043579645,-0.047262825,0
198,0.93008626,0.757492,0.84662986,0.5964786,0.0,-0.5964786,-0.919004,0
199,1.0,0.98160064,0.05,0.049080033,0.0,-0.049080033,-0.03371545,0
200,0.9991168,1.7794398,0.05,0.08889341,0.0,-0.08889341,-0.06414522,0
201,0.717746,2.6352665,0.05,0.0945726,0.0,-0.0945726,-0.06887841,0
202,0.35351354,0.6703781,1.0,0.23698772,0.0,-0.23698772,-0.468284,0
203,0.11834513,5.193334,0.05,0.030730288,0.0,-0.030730288,-0.0173162,0
204,0.11834517,1.3342018,0.05,0.007894817,0.0,-0.007894817,-0.006589152,0
205,0.11834513,7.0,0.05,0.041420795,0.0,-0.041420795,-0.022998214,0
206,0.92622185,1.060717,0.05,0.049122963,0.0,-0.049122963,-0.04886265,0
207,0.11834514,4.0,0.05,0.023669029,0.0,-0.023669029,-0.014728399,0
208,0.48074228,0.94446516,0.05,0.022702217,0.0,-0.022702217,-0.020509347,0
209,0.11834514,1.5147127,0.05,0.008962944,0.0,-0.008962944,-0.0073753567,0
210,0.92622185,1.4907393,0.05,0.069037765,0.0,-0.069037765,-0.05882005,0
211,0.118345134,1.5470929,0.05,0.009154546,0.0,-0.009154546,-0.007023052,0
212,0.11834515,1.6261016,0.05,0.009622063,0.0,-0.009622063,-0.008046493,0
213,0.9262218,1.1489323,0.05,0.05320831,0.0,-0.05320831,-0.04878799,0
214,0.6391288,1.2513131,0.05,0.039987516,0.0,-0.039987516,-0.037223846,0
215,0.6391288,1.9340664,0.05,0.06180588,0.0,-0.06180588,-0.04497125,0
216,0.6634444,1.340449,0.05,0.04446567,0.0,-0.04446567,-0.03898788,0
217,0.6391288,1.6301162,0.05,0.052092712,0.0,-0.052092712,-0.038229868,0
218,0.86913013,4.912267,0.05,0.21346997,0.0,-0.21346997,-0.12846324,0
219,0.9304745,1.3060791,0.05,0.060763672,0.0,-0.060763672,-0.04563311,0
220,0.9343767,0.46567202,1.0,0.4351131,0.0,-0.4351131,-1.1421604,0
221,-0.6797327,0.55630964,0.05,0.0,0.018907093,0.018907093,0.017706992,0
222,-0.6797327,1.1185391,0.05,0.0,0.03801538,0.03801538,0.027261136,0
223,0.9300618,2.0,0.05,0.093006186,0.0,-0.093006186,-0.06506883,0
224,0.9300618,1.7585447,0.05,0.08177777,0.0,-0.08177777,-0.05225803,0
225,-0.6797328,0.3460268,0.05,0.0,0.011760288,0.011760288,0.016953304,0
226,0.9486313,0.46710876,0.84662986,0.3751535,0.0,-0.3751535,-1.0925306,0
227,0.93006176,1.1742413,0.05,0.05460585,0.0,-0.05460585,-0.041683882,0
228,-0.6797327,0.6965262,0.05,0.0,0.023672583,0.023672583,0.017516702,0
229,0.93437666,0.4481228,0.05,0.020935774,0.0,-0.020935774,-0.06215482,0
230,0.8576553,0.963148,1.0,0.826049,0.0,-0.826049,-0.983645,0
231,0.35351354,1.978935,1.0,0.6995803,0.0,-0.6995803,-0.468284,0
232,0.24209487,5.2714057,0.05,0.063809015,0.0,-0.063809015,-0.037950642,0
233,1.0,1.6293294,0.05,0.08146647,0.0,-0.08146647,-0.061778538,0
234,0.9993454,2.8645117,0.05,0.14313184,0.0,-0.14313184,-0.089067526,0
235,0.9427751,2.6216424,0.05,0.123580955,0.0,-0.123580955,-0.0935469,0
236,0.74411005,1.4747654,0.05,0.054869387,0.0,-0.054869387,-0.043096557,0
237,0.80954844,1.9297589,0.05,0.07811166,0.0,-0.07811166,-0.06472651,0
238,0.6061862,2.9682417,0.05,0.08996536,0.0,-0.08996536,-0.060137335,0
239,1.0,2.0,0.05,0.1,0.0,-0.1,-0.075,0
240,-0.21837398,0.96905065,0.05,0.0,0.0105807725,0.0105807725,0.0086033875,0
241,-0.21837409,1.5341829,0.05,0.0,0.01675129,0.01675129,0.010718292,0
242,1.0,1.5970862,0.05,0.07985431,0.0,-0.07985431,-0.089028254,0
243,1.0,0.5060194,0.05,0.02530097,0.0,-0.02530097,-0.02720892,0
244,0.9999999,2.1956565,0.05,0.109782815,0.0,-0.109782815,-0.07712978,0
245,1.0,0.5915962,0.05,0.029579809,0.0,-0.029579809,-0.042026248,0
246,0.5791309,0.7320692,0.05,0.021198194,0.0,-0.021198194,-0.024285384,0
247,0.5791309,1.0288553,0.05,0.029792096,0.0,-0.029792096,-0.028582335,0
248,1.0,0.8417353,0.05,0.042086765,0.0,-0.042086765,-0.048279725,0
249,0.9986213,1.4188944,0.05,0.07084691,0.0,-0.07084691,-0.053226374,0
250,0.5791309,0.79295224,0.05,0.022961158,0.0,-0.022961158,-0.023974393,0
251,0.1464091,1.047239,0.05,0.0076662656,0.0,-0.0076662656,-0.008365328,0
252,0.9983355,1.6517086,0.05,0.08244797,0.0,-0.08244797,-0.08226458,0
253,1.0,1.0,0.05,0.05,0.0,-0.05,-0.05,0
254,0.72157156,0.9743033,0.05,0.035151478,0.0,-0.035151478,-0.034325257,0
255,0.7410964,1.671284,0.05,0.06192912,0.0,-0.06192912,-0.05622886,0
256,0.7215717,1.0,0.05,0.036078583,0.0,-0.036078583,-0.03855318,0
257,0.9476274,2.1526046,0.05,0.10199336,0.0,-0.10199336,-0.07934845,0
258,0.94133574,0.9229335,0.84662986,0.7355438,0.0,-0.7355438,-0.8796977,0
259,0.77426517,1.0137599,0.05,0.03924595,0.0,-0.03924595,-0.02966056,0
260,1.0000001,1.7303078,0.05,0.086515404,0.0,-0.086515404,-0.074182585,0
261,1.0000001,2.696336,0.05,0.13481683,0.0,-0.13481683,-0.08021253,0
262,1.0000001,3.9971442,0.05,0.19985725,0.0,-0.19985725,-0.12276816,0
263,0.99810493,2.6819172,0.05,0.13384174,0.0,-0.13384174,-0.094637044,0
264,1.0000001,0.9390526,0.05,0.046952635,0.0,-0.046952635,-0.04872638,0
265,1.0000001,1.0347462,0.05,0.051737316,0.0,-0.051737316,-0.052650392,0
266,1.0,2.464756,0.05,0.1232378,0.0,-0.1232378,-0.09024978,0
267,0.99867535,2.3803673,0.05,0.11886071,0.0,-0.11886071,-0.08555348,0
268,1.0,0.9536889,0.05,0.047684446,0.0,-0.047684446,-0.047684446,0
269,1.0,0.9282033,0.05,0.046410166,0.0,-0.046410166,-0.053542204,0
270,0.9044409,1.5955788,0.05,0.072155334,0.0,-0.072155334,-0.04903447,0
271,1.0,0.9282033,0.05,0.046410166,0.0,-0.046410166,-0.053542204,0
272,0.9661931,1.1578116,0.05,0.05593348,0.0,-0.05593348,-0.047649577,0
273,0.9268044,0.9706195,0.84662986,0.7616066,0.0,-0.7616066,-0.85798335,0
274,-0.9085885,0.6146416,0.05,0.0,0.027922817,0.027922817,0.037934523,0
275,-0.9085885,1.3038728,0.05,0.0,0.059234194,0.059234194,0.053590212,0
276,1.0,0.5714143,0.05,0.028570715,0.0,-0.028570715,-0.029808694,0
277,1.0,0.3200379,0.05,0.016001895,0.0,-0.016001895,-0.022372767,0
278,-0.9085885,2.556187,0.05,0.0,0.116126105,0.116126105,0.07763702,0
279,-0.9085885,1.6181494,0.05,0.0,0.0735116,0.0735116,0.063017026,0
280,1.0,0.3573269,0.05,0.017866345,0.0,-0.017866345,-0.024456508,0
281,-0.9085885,0.4107139,0.05,0.0,0.018658498,0.018658498,0.03152404,0
282,-0.8613788,0.2531929,0.84662986,0.0,0.18464574,0.18464574,1.2844454,0
283,1.0,0.26810533,0.05,0.013405266,0.0,-0.013405266,-0.02222597,0
284,1.0,0.40709707,0.05,0.020354854,0.0,-0.020354854,-0.02285218,0
285,1.0,0.45713142,0.05,0.02285657,0.0,-0.02285657,-0.028433252,0
286,0.99999994,0.72633654,0.05,0.036316823,0.0,-0.036316823,-0.033006795,0
287,0.9996706,2.0437274,0.05,0.10215271,0.0,-0.10215271,-0.08360141,0
288,0.9989927,1.3361995,0.05,0.06674268,0.0,-0.06674268,-0.057710998,0
289,0.99999994,0.7964795,0.05,0.039823975,0.0,-0.039823975,-0.038097467,0
290,0.97760296,1.2874626,0.05,0.062931366,0.0,-0.062931366,-0.07033445,0
291,1.0,0.7327016,0.05,0.036635082,0.0,-0.036635082,-0.044035695,0
292,0.99999994,0.7444025,0.05,0.037220124,0.0,-0.037220124,-0.03853126,0
293,0.99999994,2.5169342,0.05,0.1258467,0.0,-0.1258467,-0.07314271,0
294,0.99770725,1.4762545,0.05,0.07364349,0.0,-0.07364349,-0.07617952,0
295,0.99999994,1.1721497,1.0,1.1721495,0.0,-1.1721495,-1.2984549,0
296,0.9998315,1.7744588,0.05,0.08870798,0.0,-0.08870798,-0.060580347,0
297,0.9998315,1.8177513,0.05,0.09087225,0.0,-0.09087225,-0.06045881,0
298,0.99999994,1.1620293,0.05,0.05810146,0.0,-0.05810146,-0.0680694,0
299,1.0000001,1.3634961,0.05,0.06817482,0.0,-0.06817482,-0.06317021,0
300,0.9998315,1.8127451,0.05,0.09062198,0.0,-0.09062198,-0.060333673,0
301,0.996034,2.6575387,1.0,2.646999,0.0,-2.646999,-1.6879456,0
302,0.9823647,3.8147101,0.05,0.18737184,0.0,-0.18737184,-0.11605637,0
303,1.0,2.8790035,0.05,0.14395018,0.0,-0.14395018,-0.0937216,0
304,0.99999994,1.0087554,0.05,0.05043777,0.0,-0.05043777,-0.05171796,0
305,0.99999994,0.8465253,0.05,0.042326264,0.0,-0.042326264,-0.047662206,0
306,0.66268075,2.4461567,0.05,0.08105105,0.0,-0.08105105,-0.054448128,0
307,0.99999994,2.2245948,0.05,0.11122973,0.0,-0.11122973,-0.08053188,0
308,0.99999994,1.0,0.05,0.049999997,0.0,-0.049999997,-0.060237974,0
309,1.0,1.3999932,0.05,0.06999966,0.0,-0.06999966,-0.05707575,0
310,1.0,4.0,0.05,0.2,0.0,-0.2,-0.12792408,0
311,1.0,2.3950408,0.05,0.11975204,0.0,-0.11975204,-0.08328524,0
312,1.0,3.2992253,0.05,0.16496126,0.0,-0.16496126,-0.10385023,0
313,1.0,2.0,0.05,0.1,0.0,-0.1,-0.080221176,0
314,0.9999999,2.0910978,0.05,0.10455488,0.0,-0.10455488,-0.07656852,0
315,0.9999999,1.5192977,0.05,0.075964876,0.0,-0.075964876,-0.06015706,0
316,1.0,1.0455489,0.05,0.052277446,0.0,-0.052277446,-0.05749838,0
317,0.9999999,1.5543181,0.05,0.077715896,0.0,-0.077715896,-0.06103257,0
318,1.0,3.0,0.05,0.15,0.0,-0.15,-0.099993825,0
319,0.99951994,2.9933503,0.05,0.14959566,0.0,-0.14959566,-0.10243558,0
320,1.0,1.730511,0.05,0.08652555,0.0,-0.08652555,-0.06686957,0
321,1.0,2.301179,0.05,0.11505895,0.0,-0.11505895,-0.08392268,0
322,0.99999994,1.4247603,1.0,1.4247602,0.0,-1.4247602,-1.2984549,0
323,0.999882,1.6399755,0.05,0.0819891,0.0,-0.0819891,-0.055064943,0
324,0.99999994,1.2551352,0.05,0.062756754,0.0,-0.062756754,-0.06605103,0
