edge_idx,D,M,rho,H,R,P,P_avg,is_bad
45,1.0000001,2.1336317,0.05,0.1066816,0.0,-0.1066816,-0.07908084,0
46,1.0000001,2.1336317,0.05,0.1066816,0.0,-0.1066816,-0.07908084,0
47,1.0,1.5830355,0.05,0.07915177,0.0,-0.07915177,-0.06929793,0
48,1.0,4.0068574,0.05,0.20034288,0.0,-0.20034288,-0.11896931,0
49,0.58470845,1.179194,0.05,0.034474235,0.0,-0.034474235,-0.019931052,0
50,0.9999999,1.2704424,0.05,0.06352211,0.0,-0.06352211,-0.05514496,0
51,1.0,2.2612176,0.05,0.113060884,0.0,-0.113060884,-0.07420701,0
52,1.0,1.693923,0.05,0.08469615,0.0,-0.08469615,-0.063263275,0
53,-0.6728156,1.8052042,1.0,0.0,1.2145696,1.2145696,0.7697655,0
54,0.99988306,1.640717,0.05,0.08202626,0.0,-0.08202626,-0.06889941,0
55,0.9998832,1.175343,0.05,0.058760285,0.0,-0.058760285,-0.065381184,0
56,0.99988306,2.2060244,0.05,0.11028832,0.0,-0.11028832,-0.078712374,0
57,0.99988306,1.8160213,0.05,0.09079044,0.0,-0.09079044,-0.0708518,0
58,-0.9552432,0.6166249,1.0,0.0,0.5890267,0.5890267,1.148856,0
59,-0.98140526,2.0001168,0.05,0.0,0.09814626,0.09814626,0.08854683,0
60,0.99996036,2.6806765,0.05,0.13402851,0.0,-0.13402851,-0.07671219,0
61,0.99971414,1.1700265,0.05,0.058484603,0.0,-0.058484603,-0.05092314,0
62,0.9999604,1.022347,0.05,0.051115327,0.0,-0.051115327,-0.03423176,0
63,1.0,2.0,0.05,0.1,0.0,-0.1,-0.075,0
64,0.4557948,0.9124344,0.05,0.020794144,0.0,-0.020794144,-0.020482954,0
65,1.0,1.6175101,0.05,0.08087551,0.0,-0.08087551,-0.057426497,0
66,0.99970996,1.8166491,0.05,0.09080611,0.0,-0.09080611,-0.07768242,0
67,1.0,1.0,0.05,0.05,0.0,-0.05,-0.058977492,0
68,1.0,0.94298255,0.05,0.04714913,0.0,-0.04714913,-0.043191478,0
69,1.0,2.0,0.05,0.1,0.0,-0.1,-0.075,0
70,1.0,1.2119197,0.05,0.060595986,0.0,-0.060595986,-0.055297993,0
71,1.0,1.5525901,1.0,1.5525901,0.0,-1.5525901,-1.5295479,0
72,0.9996608,2.062883,0.05,0.10310916,0.0,-0.10310916,-0.08043568,0
73,0.9996608,3.9014473,0.05,0.19500619,0.0,-0.19500619,-0.1188332,0
74,0.9996608,5.227095,0.05,0.2612661,0.0,-0.2612661,-0.14730756,0
75,0.9996608,4.4009724,0.05,0.21997398,0.0,-0.21997398,-0.13040902,0
76,1.0,2.0550668,0.05,0.10275334,0.0,-0.10275334,-0.077769876,0
77,-0.6728156,0.48298734,1.0,0.0,0.32496142,0.32496142,0.7697655,0
78,0.85721433,0.8507126,0.05,0.03646215,0.0,-0.03646215,-0.04406315,0
79,-0.635244,0.3661407,0.05,0.0,0.011629434,0.011629434,0.016917763,0
80,0.85721433,0.87643546,0.05,0.03756465,0.0,-0.03756465,-0.046397984,0
81,-0.30081683,0.16380776,0.39785817,0.0,0.019604912,0.019604912,0.025338672,0
82,-0.66748285,0.63540715,0.05,0.0,0.021206168,0.021206168,0.02447562,0
83,-0.6674828,0.7157281,0.05,0.0,0.023886811,0.023886811,0.027140006,0
84,0.99999994,1.6494719,0.05,0.08247359,0.0,-0.08247359,-0.06330125,0
85,0.99999994,3.2877483,0.05,0.1643874,0.0,-0.1643874,-0.10602604,0
86,0.9698174,1.2118417,0.05,0.05876326,0.0,-0.05876326,-0.056532808,0
87,0.9999999,4.0,0.05,0.19999997,0.0,-0.19999997,-0.126107,0
88,0.99999994,0.96880275,1.0,0.9688027,0.0,-0.9688027,-1.078932,0
89,0.99998415,0.9671737,1.0,0.9671584,0.0,-0.9671584,-0.9907727,0
90,0.9999821,0.8783654,1.0,0.87834966,0.0,-0.87834966,-0.9309603,0
91,0.99998415,1.3418041,0.05,0.06708914,0.0,-0.06708914,-0.05890425,0
92,1.0,1.2935364,0.05,0.06467682,0.0,-0.06467682,-0.06444674,0
93,-0.90761423,1.5284649,0.05,0.0,0.06936283,0.06936283,0.057672933,0
94,-0.69452643,0.4297675,0.2595109,0.0,0.07746009,0.07746009,0.06836574,0
95,-0.90761423,1.2167469,0.05,0.0,0.05521684,0.05521684,0.05481235,0
96,-0.45465276,0.5333856,0.05,0.0,0.012125261,0.012125261,0.022645574,0
97,0.99999994,2.576329,0.05,0.12881644,0.0,-0.12881644,-0.086232804,0
98,0.99974936,4.350586,0.05,0.21747477,0.0,-0.21747477,-0.13049158,0
99,1.0,3.1173613,0.05,0.15586807,0.0,-0.15586807,-0.106174394,0
100,0.86127096,1.0974259,0.05,0.047259055,0.0,-0.047259055,-0.047320142,0
101,0.861271,1.818234,0.05,0.07829961,0.0,-0.07829961,-0.055901602,0
102,-0.5526966,1.6219484,0.8437347,0.0,0.756362,0.756362,0.63602114,0
103,0.0465781,2.4521973,0.05,0.0057109348,0.0,-0.0057109348,-0.004355924,0
104,0.47967908,1.358857,0.05,0.032590766,0.0,-0.032590766,-0.026477605,0
105,0.86127096,2.0,0.05,0.086127095,0.0,-0.086127095,-0.06675416,0
106,1.0,1.0,0.05,0.05,0.0,-0.05,-0.054289326,0
107,0.99999994,5.517911,0.05,0.27589554,0.0,-0.27589554,-0.15758747,0
108,1.0,4.0,0.05,0.2,0.0,-0.2,-0.13286352,0
109,1.0,3.4701765,0.05,0.17350882,0.0,-0.17350882,-0.11675456,0
110,1.0,12.14396,0.05,0.607198,0.0,-0.607198,-0.32045764,0
111,1.0,0.83016104,0.05,0.041508052,0.0,-0.041508052,-0.046370633,0
112,1.0,1.7459666,0.05,0.087298326,0.0,-0.087298326,-0.06926577,0
113,1.0,1.3060194,0.05,0.06530097,0.0,-0.06530097,-0.05603514,0
114,1.0,2.832816,0.05,0.1416408,0.0,-0.1416408,-0.09247038,0
115,1.0,1.9780283,0.05,0.09890141,0.0,-0.09890141,-0.06970241,0
116,1.0,0.8944119,0.05,0.044720598,0.0,-0.044720598,-0.045744956,0
117,1.0,2.0,0.05,0.1,0.0,-0.1,-0.0830709,0
118,1.0,2.1824582,0.05,0.10912291,0.0,-0.10912291,-0.07794611,0
119,1.0,0.8839057,0.05,0.044195287,0.0,-0.044195287,-0.05073788,0
120,0.9746864,1.8262194,0.8437347,1.5018404,0.0,-1.5018404,-1.1621085,0
121,1.0,1.9522907,0.05,0.097614534,0.0,-0.097614534,-0.07456327,0
122,0.99999994,2.3633907,0.05,0.118169524,0.0,-0.118169524,-0.080114454,0
123,1.0,1.6108487,0.05,0.08054244,0.0,-0.08054244,-0.06848551,0
124,0.29224867,2.9344184,0.05,0.042878993,0.0,-0.042878993,-0.025286026,0
125,0.29224867,1.88851,0.05,0.027595727,0.0,-0.027595727,-0.016096605,0
126,0.29224867,1.8625365,0.05,0.027216192,0.0,-0.027216192,-0.016859008,0
127,-0.4074881,1.1056416,0.05,0.0,0.022526791,0.022526791,0.024436336,0
128,-0.3836385,1.8168103,0.05,0.0,0.03484992,0.03484992,0.049626492,0
129,0.30815676,1.403393,0.05,0.021623252,0.0,-0.021623252,-0.014845746,0
130,0.29224864,1.2465938,0.05,0.018215768,0.0,-0.018215768,-0.014073732,0
131,0.08619175,0.857357,0.05,0.0036948551,0.0,-0.0036948551,-0.0029035127,0
132,0.87479305,1.3158736,1.0,1.1511171,0.0,-1.1511171,-1.0131134,0
133,0.5125406,2.9313247,0.05,0.07512115,0.0,-0.07512115,-0.049657825,0
134,0.5125406,3.0,0.05,0.07688109,0.0,-0.07688109,-0.051965684,0
135,0.9990319,2.4160933,0.05,0.120687716,0.0,-0.120687716,-0.09068334,0
136,1.0,1.1700408,0.05,0.058502045,0.0,-0.058502045,-0.05873374,0
137,0.99999994,1.574827,0.05,0.07874134,0.0,-0.07874134,-0.060218103,0
138,1.0,1.2646761,0.05,0.06323381,0.0,-0.06323381,-0.050917875,0
139,1.0,1.5065057,1.0,1.5065057,0.0,-1.5065057,-1.5295479,0
140,0.9992744,1.5790819,0.05,0.078896806,0.0,-0.078896806,-0.05671175,0
141,0.9992744,4.0,0.05,0.19985488,0.0,-0.19985488,-0.117190786,0
142,0.9992745,2.0,0.05,0.09992745,0.0,-0.09992745,-0.072250605,0
143,0.9985139,2.0265613,0.05,0.101177484,0.0,-0.101177484,-0.096614614,0
144,0.9992743,2.095291,0.05,0.10468852,0.0,-0.10468852,-0.07164527,0
145,0.76432467,1.9275352,0.05,0.07366313,0.0,-0.07366313,-0.048808463,0
146,1.0,18.0,0.05,0.90000004,0.0,-0.90000004,-0.4613657,0
147,1.0,2.0,0.05,0.1,0.0,-0.1,-0.07860298,0
148,1.0,1.0,0.05,0.05,0.0,-0.05,-0.060031347,0
149,1.0,1.9591006,0.05,0.09795503,0.0,-0.09795503,-0.0632062,0
150,1.0000001,1.3321743,0.05,0.06660873,0.0,-0.06660873,-0.04943818,0
151,0.9993042,2.1988144,0.05,0.10986422,0.0,-0.10986422,-0.08730908,0
152,0.9980829,4.130566,0.05,0.20613237,0.0,-0.20613237,-0.11747133,0
153,1.0,1.5429064,1.0,1.5429064,0.0,-1.5429064,-1.5253966,0
154,0.9992884,2.0,0.05,0.09992884,0.0,-0.09992884,-0.07781178,0
155,0.99999994,1.2005961,0.05,0.0600298,0.0,-0.0600298,-0.049212374,0
156,0.99925387,1.6512612,0.05,0.08250146,0.0,-0.08250146,-0.06674515,0
157,0.99973625,3.0559082,0.05,0.15275511,0.0,-0.15275511,-0.10785946,0
158,0.99973625,1.4332238,0.05,0.071642295,0.0,-0.071642295,-0.06730306,0
159,0.99999994,1.9436386,0.05,0.09718192,0.0,-0.09718192,-0.066115774,0
160,1.0,0.77745545,0.05,0.038872775,0.0,-0.038872775,-0.04422022,0
161,1.0,1.0,0.05,0.05,0.0,-0.05,-0.053484693,0
162,0.9999999,0.9282032,0.05,0.046410155,0.0,-0.046410155,-0.04646273,0
163,0.9999999,0.9282032,0.05,0.046410155,0.0,-0.046410155,-0.04646273,0
164,0.37617707,1.3414218,0.05,0.025230609,0.0,-0.025230609,-0.018710108,0
165,0.5004253,1.2517498,0.05,0.031320363,0.0,-0.031320363,-0.030421466,0
166,0.07693865,1.3386506,0.05,0.005149699,0.0,-0.005149699,-0.0036553633,0
167,0.99999994,1.6642296,0.05,0.083211474,0.0,-0.083211474,-0.06830921,0
168,0.9999999,1.4920242,0.05,0.074601196,0.0,-0.074601196,-0.057486527,0
169,0.9995762,1.2683339,0.05,0.06338982,0.0,-0.06338982,-0.07504384,0
170,0.7243929,0.99123627,0.05,0.035902224,0.0,-0.035902224,-0.02434294,0
171,1.0,1.131536,0.05,0.0565768,0.0,-0.0565768,-0.06192133,0
172,1.0,1.0,0.05,0.05,0.0,-0.05,-0.056698732,0
173,0.99999994,5.0,0.05,0.24999999,0.0,-0.24999999,-0.14330126,0
174,0.9964808,0.51497203,0.05,0.025657987,0.0,-0.025657987,-0.028079156,0
175,1.0,3.0,0.05,0.15,0.0,-0.15,-0.09748981,0
176,1.0,3.0,0.05,0.15,0.0,-0.15,-0.09748981,0
177,1.0,0.83965087,0.05,0.041982543,0.0,-0.041982543,-0.041106768,0
178,-0.1880205,0.5192427,0.05,0.0,0.0048814137,0.0048814137,0.012506714,0
179,1.0,0.7328943,0.05,0.036644716,0.0,-0.036644716,-0.03843785,0
180,1.0,3.0,0.05,0.15,0.0,-0.15,-0.09748981,0
181,1.0,3.0,0.05,0.15,0.0,-0.15,-0.09748981,0
182,0.9999999,2.0,0.05,0.09999999,0.0,-0.09999999,-0.07596898,0
183,0.9642186,2.2680578,0.05,0.109345175,0.0,-0.109345175,-0.086078785,0
184,0.95247626,4.7406054,0.05,0.2257657,0.0,-0.2257657,-0.12948294,0
185,0.9999999,8.425988,0.05,0.42129937,0.0,-0.42129937,-0.2247976,0
186,0.99999994,1.8321595,0.05,0.09160797,0.0,-0.09160797,-0.07067588,0
187,1.0,1.4260893,0.05,0.07130446,0.0,-0.07130446,-0.05835706,0
188,1.0,1.4422221,0.05,0.07211111,0.0,-0.07211111,-0.06386317,0
189,0.99999994,1.9229628,0.05,0.09614813,0.0,-0.09614813,-0.07294595,0
190,0.99999994,4.0,0.05,0.19999999,0.0,-0.19999999,-0.12487188,0
191,0.99999994,1.3843057,0.05,0.06921528,0.0,-0.06921528,-0.05947953,0
192,1.0,1.2435888,0.05,0.062179442,0.0,-0.062179442,-0.05514756,0
193,1.0,1.0385185,0.05,0.051925927,0.0,-0.051925927,-0.057021502,0
194,1.0,1.0220367,0.05,0.051101834,0.0,-0.051101834,-0.056609455,0
195,1.0,1.0571227,0.05,0.052856136,0.0,-0.052856136,-0.046760656,0
196,0.999382,2.9925644,0.05,0.14953576,0.0,-0.14953576,-0.09324895,0
197,0.90962934,0.6216905,0.05,0.028275399,0.0,-0.028275399,-0.036829464,0
198,0.8693814,0.5295376,0.8437347,0.38843027,0.0,-0.38843027,-0.7609798,0
199,1.0,0.64004624,0.05,0.03200231,0.0,-0.03200231,-0.023041062,0
200,0.9985248,1.9600463,0.05,0.09785774,0.0,-0.09785774,-0.07130979,0
201,0.73903227,1.8184689,0.05,0.067195356,0.0,-0.067195356,-0.053984635,0
202,0.42500293,0.6639748,1.0,0.28219125,0.0,-0.28219125,-0.5749545,0
203,0.11128235,5.3571153,0.05,0.029807618,0.0,-0.029807618,-0.01668444,0
204,0.111282334,1.8671868,0.05,0.010389245,0.0,-0.010389245,-0.0076056095,0
205,0.111282334,3.4791093,0.05,0.019358171,0.0,-0.019358171,-0.011767061,0
206,0.9076605,1.1312021,0.05,0.051337373,0.0,-0.051337373,-0.048782893,0
207,0.111282334,4.0,0.05,0.022256467,0.0,-0.022256467,-0.013769337,0
208,0.46784407,0.9526164,0.05,0.022283798,0.0,-0.022283798,-0.019833788,0
209,0.111282334,1.5455952,0.05,0.008599872,0.0,-0.008599872,-0.006941039,0
210,0.9076605,1.5669186,0.05,0.07111151,0.0,-0.07111151,-0.058669962,0
211,0.111282334,2.3391364,0.05,0.013015228,0.0,-0.013015228,-0.008918601,0
212,0.11128231,1.1165925,0.05,0.0062128496,0.0,-0.0062128496,-0.006516074,0
213,0.90766054,1.1546755,0.05,0.05240267,0.0,-0.05240267,-0.047301624,0
214,1.0,0.9754159,0.05,0.048770797,0.0,-0.048770797,-0.051175363,0
215,1.0,1.6256931,0.05,0.08128466,0.0,-0.08128466,-0.06251624,0
216,0.99952334,0.94839084,0.05,0.04739694,0.0,-0.04739694,-0.050144233,0
217,1.0,1.1953131,0.05,0.059765656,0.0,-0.059765656,-0.04882619,0
218,0.87510943,2.7723858,0.05,0.12130705,0.0,-0.12130705,-0.08253126,0
219,0.9759344,1.4940053,0.05,0.07290256,0.0,-0.07290256,-0.04773487,0
220,0.9689949,0.60792166,1.0,0.589073,0.0,-0.589073,-1.2540078,0
221,-0.67526996,0.76251614,0.05,0.0,0.025745213,0.025745213,0.01879656,0
222,-0.67526996,1.4972337,0.05,0.0,0.05055185,0.05055185,0.03119988,0
223,0.9626319,2.0,0.05,0.09626319,0.0,-0.09626319,-0.070154585,0
224,0.96263194,2.2264469,0.05,0.10716244,0.0,-0.10716244,-0.06706749,0
225,-0.67526984,0.44002768,0.05,0.0,0.014856872,0.014856872,0.015376253,0
226,0.9804027,0.6465427,0.8437347,0.53481996,0.0,-0.53481996,-1.123826,0
227,0.9626319,1.4001786,0.05,0.067392826,0.0,-0.067392826,-0.050755344,0
228,-0.67526984,1.064897,0.05,0.0,0.035954643,0.035954643,0.022287631,0
229,0.968995,0.7282824,0.05,0.0352851,0.0,-0.0352851,-0.07019496,0
230,0.87479305,1.0003619,1.0,0.8751097,0.0,-0.8751097,-1.0131134,0
231,0.42500293,2.0416749,1.0,0.8677178,0.0,-0.8677178,-0.5749545,0
232,0.32878932,4.6577477,0.05,0.07657088,0.0,-0.07657088,-0.046670817,0
233,0.9999999,1.6914057,0.05,0.084570274,0.0,-0.084570274,-0.062317397,0
234,0.9994397,3.0445054,0.05,0.15213998,0.0,-0.15213998,-0.09410615,0
235,0.9255003,2.4700663,0.05,0.11430236,0.0,-0.11430236,-0.08887979,0
236,0.61688346,1.3687589,0.05,0.042218234,0.0,-0.042218234,-0.035044782,0
237,1.0,0.9588918,0.05,0.04794459,0.0,-0.04794459,-0.054020688,0
238,1.0,2.9603772,0.05,0.14801887,0.0,-0.14801887,-0.09900943,0
239,1.0,2.0,0.05,0.1,0.0,-0.1,-0.076794915,0
240,0.10600953,1.0357387,0.05,0.005489909,0.0,-0.005489909,-0.004357851,0
241,0.10600974,1.44628,0.05,0.007665988,0.0,-0.007665988,-0.0050522313,0
242,1.0000001,1.1073264,0.05,0.05536633,0.0,-0.05536633,-0.07596734,0
243,1.0000001,0.48952118,0.05,0.024476063,0.0,-0.024476063,-0.024590705,0
244,1.0000001,1.1392993,0.05,0.056964975,0.0,-0.056964975,-0.05240334,0
245,1.0,1.0773838,0.05,0.053869188,0.0,-0.053869188,-0.054556012,0
246,0.5628624,0.70456284,0.05,0.019828597,0.0,-0.019828597,-0.022036634,0
247,0.5628624,0.9759464,0.05,0.027466178,0.0,-0.027466178,-0.025855424,0
248,0.5218654,0.6720162,0.05,0.017535102,0.0,-0.017535102,-0.026786763,0
249,0.9985608,1.3886313,0.05,0.06933164,0.0,-0.06933164,-0.050629824,0
250,0.5628624,0.71918315,0.05,0.02024006,0.0,-0.02024006,-0.021186156,0
251,0.10122697,0.5750254,0.05,0.0029104038,0.0,-0.0029104038,-0.004933565,0
252,0.99785495,1.1884216,0.05,0.05929362,0.0,-0.05929362,-0.068057485,0
253,0.87285876,2.547698,0.05,0.11118903,0.0,-0.11118903,-0.07741599,0
254,1.0,2.0088444,0.05,0.10044222,0.0,-0.10044222,-0.06970799,0
255,0.99915975,1.6963893,0.05,0.08474819,0.0,-0.08474819,-0.074673,0
256,0.70685995,1.0486196,0.05,0.037061363,0.0,-0.037061363,-0.038817696,0
257,0.93270797,0.5123358,0.05,0.023892984,0.0,-0.023892984,-0.035454422,0
258,0.89261717,0.794202,0.8437347,0.598139,0.0,-0.598139,-0.7579398,0
259,0.75124145,0.8542624,0.05,0.032087866,0.0,-0.032087866,-0.026158266,0
260,1.0,1.7264816,0.05,0.08632408,0.0,-0.08632408,-0.073788844,0
261,1.0,2.3184395,0.05,0.115921974,0.0,-0.115921974,-0.07064169,0
262,1.0,3.954195,0.05,0.19770975,0.0,-0.19770975,-0.12147427,0
263,0.9977181,3.2791212,0.05,0.16358194,0.0,-0.16358194,-0.10939884,0
264,0.9999999,1.2800679,0.05,0.064003386,0.0,-0.064003386,-0.060356602,0
265,0.99999994,1.0221962,0.05,0.051109806,0.0,-0.051109806,-0.052078493,0
266,0.99999994,2.885561,0.05,0.14427803,0.0,-0.14427803,-0.09866261,0
267,0.9991596,2.81899,0.05,0.14083104,0.0,-0.14083104,-0.09735224,0
268,1.0,1.4900768,0.05,0.07450384,0.0,-0.07450384,-0.060292546,0
269,1.0,0.88146985,0.05,0.044073492,0.0,-0.044073492,-0.05257149,0
270,0.94100267,2.0414152,0.05,0.09604886,0.0,-0.09604886,-0.061133083,0
271,1.0,1.5,0.05,0.075,0.0,-0.075,-0.068034746,0
272,0.9762682,1.3343889,0.05,0.06513607,0.0,-0.06513607,-0.048533626,0
273,0.936443,1.136593,0.8437347,0.8980328,0.0,-0.8980328,-0.84922445,0
274,-0.89156944,0.3563097,0.05,0.0,0.015883744,0.015883744,0.030411007,0
275,-0.8915695,1.3379397,0.05,0.0,0.059643313,0.059643313,0.050333075,0
276,1.0,0.45267007,0.05,0.022633504,0.0,-0.022633504,-0.021034915,0
277,1.0,0.28917813,0.05,0.014458907,0.0,-0.014458907,-0.01564563,0
278,-0.8915695,0.5181221,0.05,0.0,0.023097092,0.023097092,0.028296053,0
279,0.25209126,0.22403122,0.05,0.002823816,0.0,-0.002823816,-0.014369894,0
280,1.0,0.26383835,0.05,0.013191918,0.0,-0.013191918,-0.015593231,0
281,-0.0073839016,0.24571033,0.05,0.0,9.0715046e-05,9.0715046e-05,0.00043273708,0
282,-0.82770395,0.19502957,0.8437347,0.0,0.13620135,0.13620135,0.9607513,0
283,1.0,0.31849927,0.05,0.015924964,0.0,-0.015924964,-0.017680645,0
284,1.0,0.22505502,0.05,0.011252752,0.0,-0.011252752,-0.0140425535,0
285,1.0,0.36213604,0.05,0.018106801,0.0,-0.018106801,-0.019699119,0
286,1.0,0.8628929,0.05,0.043144647,0.0,-0.043144647,-0.036949974,0
287,0.9997302,2.492205,0.05,0.12457663,0.0,-0.12457663,-0.092733085,0
288,0.9992136,1.4053636,0.05,0.07021292,0.0,-0.07021292,-0.05917737,0
289,1.0,0.66464084,0.05,0.033232044,0.0,-0.033232044,-0.037247308,0
290,0.9596459,1.306631,0.05,0.06269515,0.0,-0.06269515,-0.06832842,0
291,1.0,0.7543503,0.05,0.037717517,0.0,-0.037717517,-0.045493633,0
292,1.0,0.76693106,0.05,0.038346555,0.0,-0.038346555,-0.039804563,0
293,0.99999994,2.0309381,0.05,0.1015469,0.0,-0.1015469,-0.061357073,0
294,0.9977442,1.2155097,0.05,0.060638387,0.0,-0.060638387,-0.068295866,0
295,1.0,1.1344543,1.0,1.1344543,0.0,-1.1344543,-1.306603,0
296,0.99993885,1.6591276,0.05,0.08295131,0.0,-0.08295131,-0.058386907,0
297,0.99993896,1.3273021,0.05,0.066361055,0.0,-0.066361055,-0.051705875,0
298,1.0,1.277268,0.05,0.063863404,0.0,-0.063863404,-0.068900496,0
299,1.0,1.2790881,0.05,0.063954405,0.0,-0.063954405,-0.062162086,0
300,0.99993885,1.391867,0.05,0.06958909,0.0,-0.06958909,-0.0517058,0
301,0.99849737,3.3734121,1.0,3.368343,0.0,-3.368343,-2.137703,0
302,0.98620355,4.1261706,0.05,0.20346221,0.0,-0.20346221,-0.12964685,0
303,1.0000001,4.0004797,0.05,0.20002402,0.0,-0.20002402,-0.12399506,0
304,0.9999999,1.6905252,0.05,0.08452625,0.0,-0.08452625,-0.068656325,0
305,0.99999994,1.5759892,0.05,0.07879946,0.0,-0.07879946,-0.06300652,0
306,0.57229185,1.7482501,0.05,0.050025467,0.0,-0.050025467,-0.03799021,0
307,1.0,1.9051387,0.05,0.09525694,0.0,-0.09525694,-0.06930165,0
308,1.0,1.0,0.05,0.05,0.0,-0.05,-0.055650502,0
309,1.0000001,1.5294603,0.05,0.07647303,0.0,-0.07647303,-0.062402256,0
310,1.0,3.0997114,0.05,0.15498558,0.0,-0.15498558,-0.10332705,0
311,1.0000001,2.2087615,0.05,0.11043809,0.0,-0.11043809,-0.07800852,0
312,1.0000001,2.6436212,0.05,0.13218108,0.0,-0.13218108,-0.08888,0
313,1.0000001,2.0,0.05,0.10000002,0.0,-0.10000002,-0.07942108,0
314,0.99999994,1.9229628,0.05,0.09614813,0.0,-0.09614813,-0.07548775,0
315,1.0,1.485252,0.05,0.074262604,0.0,-0.074262604,-0.06215646,0
316,0.99999994,1.9229628,0.05,0.09614813,0.0,-0.09614813,-0.07548775,0
317,1.0,1.5317894,0.05,0.07658947,0.0,-0.07658947,-0.06331989,0
318,0.6985183,1.7982863,0.05,0.06280679,0.0,-0.06280679,-0.047138374,0
319,0.9999133,2.8089716,0.05,0.14043641,0.0,-0.14043641,-0.09922847,0
320,1.0,1.8272139,0.05,0.091360696,0.0,-0.091360696,-0.06928714,0
321,1.0,1.6482921,0.05,0.082414605,0.0,-0.082414605,-0.0676005,0
322,1.0,1.4787517,1.0,1.4787517,0.0,-1.4787517,-1.306603,0
323,0.99995655,1.4294168,0.05,0.071467735,0.0,-0.071467735,-0.05112141,0
324,0.99999994,1.4748623,0.05,0.07374311,0.0,-0.07374311,-0.06962043,0
325,1.0,1.476964,0.05,0.0738482,0.0,-0.0738482,-0.063663445,0
