dataset,seed,edge_src,edge_dst,feature_risk,feature_similarity,confidence_edge_score,raw_stability_score,residualized_stability,stability_residual_final,fo_prune,sr_prune,conf_prune,bad_edge,ambiguity_bucket
Cora,0,22,1702,0.7763931751251221,0.22360679507255554,0.2438233196735382,0.5499273538589478,0.5958020091056824,0.502459704875946,False,False,False,False,0
Cora,0,22,1703,0.8500000238418579,0.14999999105930328,0.45536038279533386,0.4723779559135437,0.40893518924713135,0.632734477519989,False,False,False,False,1
Cora,0,22,2238,0.800000011920929,0.19999998807907104,0.29239851236343384,0.528293788433075,0.5538225769996643,0.5410501956939697,False,False,False,False,0
Cora,0,23,2159,0.6269980669021606,0.37300190329551697,0.07561402022838593,0.5553297996520996,0.603017270565033,0.3456745147705078,False,False,False,False,0
Cora,0,24,201,0.8945907354354858,0.10540924966335297,0.8310253620147705,0.7264571189880371,0.8410465121269226,1.0315756797790527,False,False,False,False,1
Cora,0,24,598,1.0,0.0,0.9817068576812744,0.3733586370944977,0.15581953525543213,1.003698706626892,True,False,False,False,2
Cora,0,24,1636,0.7594373822212219,0.24056261777877808,0.17979739606380463,0.249208465218544,0.020552437752485275,0.18786895275115967,False,False,False,False,0
Cora,0,24,1701,0.8630693554878235,0.1369306445121765,0.5092923045158386,0.49416667222976685,0.474965363740921,0.7305954098701477,False,False,False,False,1
Cora,0,24,2139,0.5435645580291748,0.4564354717731476,0.021572770550847054,0.22726759314537048,0.008745717816054821,0.025781646370887756,False,False,False,False,0
Cora,0,24,2141,0.6804951429367065,0.31950482726097107,0.07812841236591339,0.21956008672714233,0.008599955588579178,0.08175423741340637,False,False,False,False,0
Cora,0,25,1301,0.9024100303649902,0.09758999943733215,0.733073353767395,0.6024712920188904,0.7093505859375,1.0456234216690063,False,True,False,False,2
Cora,0,25,1344,0.5494364500045776,0.45056354999542236,0.12112819403409958,0.4618736207485199,0.36476930975914,0.11342103034257889,False,False,False,False,0
Cora,0,25,2011,0.866369366645813,0.13363061845302582,0.7992857694625854,0.568997323513031,0.6469644904136658,0.8346512317657471,False,False,False,False,1
Cora,0,25,2317,0.732738733291626,0.26726123690605164,0.1692296415567398,0.44093549251556396,0.3134610950946808,0.21365059912204742,False,False,False,False,0
Cora,0,26,99,0.7724921703338623,0.22750785946846008,0.200349822640419,0.21234841644763947,0.00962028931826353,0.20290064811706543,False,False,False,False,0
Cora,0,26,122,0.822178304195404,0.17782168090343475,0.33681946992874146,0.1586158126592636,0.005976240616291761,0.3324648141860962,False,False,False,False,0
Cora,0,26,123,0.8260869979858398,0.17391303181648254,0.3481889069080353,0.20633703470230103,0.012681291438639164,0.346749484539032,False,False,False,False,1
Cora,0,26,2454,0.766873836517334,0.2331261932849884,0.20479556918144226,0.10586981475353241,0.0007288098568096757,0.1905655562877655,False,False,False,False,0
Cora,0,26,2455,0.8297486901283264,0.1702512949705124,0.35726258158683777,0.14712417125701904,0.0055389548651874065,0.35341811180114746,False,False,False,False,1
Cora,0,27,606,0.6944949626922607,0.30550503730773926,0.09620289504528046,0.45602861046791077,0.35216090083122253,0.2672363519668579,False,False,False,False,0
Cora,0,27,1810,0.899874746799469,0.10012523084878922,0.6935353875160217,0.4194181561470032,0.26630711555480957,0.7915785312652588,False,False,False,False,1
Cora,0,27,2360,0.8048200011253357,0.1951799988746643,0.2875519096851349,0.3761155307292938,0.1371620148420334,0.3447452783584595,False,False,False,False,0
Cora,0,27,2578,0.817993700504303,0.18200628459453583,0.3318271040916443,0.3652289807796478,0.12309598177671432,0.3801107704639435,False,False,False,False,0
Cora,0,28,1687,0.7642977237701416,0.2357022762298584,0.19291596114635468,0.45393458008766174,0.3504846394062042,0.2735041081905365,False,False,False,False,0
Cora,0,29,963,1.0,0.0,1.0487937927246094,0.4569428265094757,0.3846658170223236,1.123132348060608,True,True,True,False,2
Cora,0,29,2645,1.0,0.0,1.0274032354354858,0.5255290269851685,0.570730984210968,1.2442059516906738,True,True,True,False,2
Cora,0,30,697,0.8456966280937195,0.15430335700511932,0.4415494501590729,0.43302130699157715,0.2985205054283142,0.5503789186477661,False,False,False,False,1
Cora,0,30,738,0.6734013557434082,0.3265986144542694,0.08669193089008331,0.46948474645614624,0.3871437907218933,0.2655600905418396,False,False,False,False,0
Cora,0,30,1358,0.8630693554878235,0.1369306445121765,0.5511260032653809,0.4175814390182495,0.25245973467826843,0.6190328598022461,False,False,False,False,1
Cora,0,30,1416,0.9109129309654236,0.08908707648515701,0.8331753611564636,0.41860902309417725,0.26929524540901184,0.9185372591018677,False,False,False,False,2
Cora,0,30,2162,0.714226245880127,0.28577378392219543,0.13140441477298737,0.46564847230911255,0.3774506151676178,0.3004518747329712,False,False,False,False,0
Cora,0,30,2343,0.9454455375671387,0.054554469883441925,0.9465782046318054,0.4166617691516876,0.26521390676498413,0.9873005151748657,True,False,False,False,2
Cora,0,31,1594,0.8048200011253357,0.1951799988746643,0.41141313314437866,0.6069868803024292,0.7018438577651978,0.45078709721565247,False,False,False,False,0
Cora,0,32,279,0.7948043346405029,0.20519566535949707,0.29199767112731934,0.5817497372627258,0.6558559536933899,0.5724800825119019,False,False,False,False,0
Cora,0,32,518,0.6409075856208801,0.3590924143791199,0.1504627913236618,0.2933422923088074,0.03695065900683403,0.0506887212395668,False,False,False,False,0
Cora,0,32,1850,0.800000011920929,0.19999998807907104,0.2908315658569336,0.3325299024581909,0.0806063637137413,0.3039683699607849,False,False,False,False,0
Cora,0,32,1973,0.8999999761581421,0.09999999403953552,0.7496902346611023,0.5446519255638123,0.6035274267196655,0.8183988332748413,False,False,False,False,1
Cora,0,33,286,0.8604273796081543,0.1395726203918457,0.5506158471107483,0.4782800078392029,0.4299249053001404,0.6975438594818115,False,False,False,False,1
Cora,0,33,588,0.761904776096344,0.238095223903656,0.2938925623893738,0.5156394243240356,0.5187668204307556,0.441768079996109,False,False,False,False,0
Cora,0,33,698,0.8456966876983643,0.15430334210395813,0.4505866765975952,0.492423951625824,0.4652721881866455,0.6347934007644653,False,False,False,False,1
Cora,0,33,911,0.9047619104385376,0.0952380895614624,0.9444282054901123,0.5632981061935425,0.6448509097099304,1.0466620922088623,False,True,False,False,2
Cora,0,33,1051,0.956356406211853,0.04364357516169548,1.0516725778579712,0.5385138392448425,0.599154531955719,1.2122658491134644,True,True,False,False,2
Cora,0,33,2040,0.7724921703338623,0.22750785946846008,0.3561329245567322,0.5901654958724976,0.6711609959602356,0.5345820188522339,False,False,False,False,0
Cora,0,33,2119,0.7560250163078308,0.24397499859333038,0.5047736763954163,0.4691646099090576,0.39144375920295715,0.36755701899528503,False,False,False,False,0
Cora,0,33,2120,0.7560250163078308,0.24397499859333038,0.35857445001602173,0.7054040431976318,0.8020552396774292,0.5729902982711792,False,False,False,False,0
Cora,0,33,2121,0.9512050151824951,0.04879499971866608,0.9535383582115173,0.402427077293396,0.22469207644462585,1.001330018043518,True,False,False,False,2
Cora,0,34,1358,0.8500000238418579,0.14999999105930328,0.736243724822998,0.5312934517860413,0.5665038824081421,0.7109904289245605,False,False,False,False,1
Cora,0,35,895,0.9523268938064575,0.04767312854528427,0.9559069871902466,0.37774062156677246,0.16383644938468933,0.8944318294525146,True,False,False,False,2
Cora,0,35,1296,0.8604273796081543,0.1395726203918457,0.5017855763435364,0.42151209712028503,0.2650681436061859,0.5498870015144348,False,False,False,False,1
Cora,0,35,1913,0.9110891819000244,0.08891084045171738,0.8409736752510071,0.37263140082359314,0.1493331342935562,0.8302783966064453,False,False,False,False,2
Cora,0,36,1146,0.8348554372787476,0.16514456272125244,0.4898330867290497,0.5004519820213318,0.4868449568748474,0.6091392636299133,False,False,False,False,1
Cora,0,36,1505,0.7332674860954285,0.26673251390457153,0.1451789140701294,0.4625031054019928,0.3695065975189209,0.3214051425457001,False,False,False,False,0
Cora,0,36,1552,0.8933996558189392,0.10660035908222198,0.7230886816978455,0.45977482199668884,0.3805844783782959,0.7946760058403015,False,False,False,False,1
Cora,0,36,1640,0.8745636940002441,0.12543630599975586,0.5812622308731079,0.43508854508399963,0.3104729950428009,0.6956307291984558,False,False,False,False,1
Cora,0,36,1781,0.9069516062736511,0.09304841607809067,0.8218059539794922,0.5350764989852905,0.5849427580833435,1.0406494140625,False,True,False,False,2
Cora,0,36,2094,0.7824029326438904,0.21759706735610962,0.3226805627346039,0.5373111963272095,0.5705851912498474,0.5030245780944824,False,False,False,False,0
Cora,0,36,2106,0.8604273796081543,0.1395726203918457,0.5516725778579712,0.45795097947120667,0.3711099624633789,0.6697580218315125,False,False,False,False,1
Cora,0,36,2107,0.8532652258872986,0.1467347890138626,0.646928071975708,0.4883468449115753,0.45689088106155396,0.6694847345352173,False,False,False,False,1
Cora,0,37,60,0.8297486901283264,0.1702512949705124,0.42792069911956787,0.6895440220832825,0.794329822063446,0.7461190819740295,False,False,False,False,1
Cora,0,37,1190,0.9166666865348816,0.0833333283662796,0.9922745227813721,0.7523841261863708,0.8722395896911621,0.823883056640625,True,False,False,False,2
Cora,0,37,2427,0.9564805626869202,0.043519411236047745,1.086254596710205,0.7362455725669861,0.8606515526771545,1.1288535594940186,True,True,True,False,2
Cora,0,38,429,0.7142857313156128,0.2857142686843872,0.12699511647224426,0.38332539796829224,0.1453246772289276,0.1854456663131714,False,False,False,False,0
Cora,0,38,862,1.0,0.0,1.0729902982711792,0.25938522815704346,0.05283871293067932,0.9295604825019836,True,False,True,False,2
Cora,0,38,863,0.736819326877594,0.263180673122406,0.15290430188179016,0.19659538567066193,0.0052474308758974075,0.14069673418998718,False,False,False,False,0
Cora,0,38,1160,0.8571428656578064,0.1428571343421936,0.5485022664070129,0.29366645216941833,0.05152685567736626,0.49411484599113464,False,False,False,False,1
Cora,0,39,1349,0.9087129235267639,0.09128709137439728,0.8345236778259277,0.367481529712677,0.1412433385848999,0.8296406269073486,False,False,False,False,2
Cora,0,39,1522,0.6666666865348816,0.3333333134651184,0.27224692702293396,0.38946667313575745,0.15683987736701965,0.14729246497154236,False,False,False,False,0
Cora,0,39,1532,0.9109129309654236,0.08908707648515701,1.0042998790740967,0.3830759525299072,0.17046861350536346,0.869233250617981,False,False,False,False,2
Cora,0,39,1634,0.9319586157798767,0.06804138422012329,0.9077326059341431,0.34814131259918213,0.11988921463489532,0.899223804473877,True,False,False,False,2
Cora,0,39,1965,1.0,0.0,1.0725165605545044,0.33643049001693726,0.11114349961280823,1.0050287246704102,True,False,True,False,2
Cora,0,39,2357,0.9087129235267639,0.09128709137439728,0.8543108701705933,0.4698728621006012,0.41600465774536133,0.9678958654403687,False,False,False,False,2
Cora,0,40,507,0.9067495465278625,0.09325047582387924,0.7819764614105225,0.4048476219177246,0.22512935101985931,0.7366445064544678,False,False,False,False,2
Cora,0,40,866,0.9555445909500122,0.04445542022585869,0.9752203822135925,0.5473860502243042,0.6183222532272339,0.9110487103462219,True,False,False,False,2
Cora,0,40,1364,0.23386919498443604,0.766130805015564,0.4246774911880493,0.6142252683639526,0.7000946998596191,0.35360032320022583,False,False,False,False,0
Cora,0,41,175,0.8377785682678223,0.16222143173217773,0.4498578608036041,0.6413235664367676,0.7436046600341797,0.7456817626953125,False,False,False,False,1
Cora,0,41,596,0.8461032509803772,0.1538967490196228,0.49347713589668274,0.643578827381134,0.7471758127212524,0.7810290455818176,False,False,False,False,1
Cora,0,41,644,0.8974021673202515,0.10259783267974854,0.8634209632873535,0.7932686805725098,0.8960716724395752,1.0843596458435059,False,True,False,False,1
Cora,0,41,1914,0.9235280752182007,0.07647190988063812,0.9655272960662842,0.6430917978286743,0.7664164304733276,1.2168574333190918,True,True,False,False,2
Cora,0,42,87,0.7997495532035828,0.20025046169757843,0.2671087980270386,0.33069196343421936,0.07718095928430557,0.2969900071620941,False,False,False,False,0
Cora,0,42,1372,0.6508513689041138,0.34914860129356384,0.38830986618995667,0.7306334972381592,0.8216602206230164,0.4677683711051941,False,False,False,False,0
Cora,0,43,152,0.888196587562561,0.11180339753627777,0.6250637173652649,0.43927663564682007,0.3263610303401947,0.7416368722915649,False,False,False,False,1
Cora,0,43,963,0.888196587562561,0.11180339753627777,0.6084104776382446,0.4303859770298004,0.29655271768569946,0.7273157835006714,False,False,False,False,1
Cora,0,43,1530,0.85566246509552,0.14433756470680237,0.4808322787284851,0.46646198630332947,0.39472341537475586,0.6515377759933472,False,False,False,False,1
Cora,0,43,1653,0.7272276282310486,0.2727723717689514,0.13206033408641815,0.4541885554790497,0.3486626148223877,0.3018183708190918,False,False,False,False,0
Cora,0,43,2399,1.0,0.0,1.02066171169281,0.5003692507743835,0.5066685676574707,1.2098424434661865,True,True,True,False,2
Cora,0,43,2400,1.0,0.0,1.0523649454116821,0.5411224961280823,0.6049850583076477,1.2592740058898926,True,True,True,False,2
Cora,0,44,1582,0.7948043346405029,0.20519566535949707,0.2489614337682724,0.40841737389564514,0.2163107544183731,0.2999781370162964,False,False,False,False,0
Cora,0,44,2624,0.7288368940353394,0.27116307616233826,0.1435755491256714,0.4850822985172272,0.4355367422103882,0.23988774418830872,False,False,False,False,0
Cora,0,44,2701,0.5383097529411316,0.4616902470588684,0.021208366379141808,0.4522683620452881,0.3399897813796997,0.10525836050510406,False,False,False,False,0
Cora,0,45,733,0.8418861031532288,0.15811389684677124,0.4422782361507416,0.6684989333152771,0.7739231586456299,0.7738502621650696,False,False,False,False,1
Cora,0,45,1219,0.9209430813789368,0.07905694097280502,0.9577654600143433,0.07940412312746048,0.015305005945265293,0.8383681774139404,True,False,False,False,2
Cora,0,45,1986,0.888196587562561,0.11180339753627777,0.6578238010406494,0.7337915301322937,0.845565140247345,1.002897024154663,False,False,False,False,1
Cora,0,45,2303,0.9067495465278625,0.09325047582387924,0.7962976098060608,0.2287214994430542,0.03214051201939583,0.7546279430389404,False,False,False,False,2
Cora,0,45,2667,0.8093074560165405,0.19069251418113708,0.3047153949737549,0.3246844708919525,0.07346402853727341,0.32599663734436035,False,False,False,False,0
Cora,0,45,2668,0.766873836517334,0.2331261932849884,0.20246337354183197,0.16936738789081573,0.003935573156923056,0.1922600269317627,False,False,False,False,0
Cora,0,46,1604,0.8048200011253357,0.1951799988746643,0.3099992573261261,0.49910232424736023,0.47984838485717773,0.515414297580719,False,False,False,False,0
Cora,0,46,2366,0.9024100303649902,0.09758999943733215,0.76535964012146,0.5005800127983093,0.49821439385414124,0.941895604133606,False,False,False,False,2
Cora,0,47,163,0.8492443561553955,0.15075567364692688,0.4306173026561737,0.30732735991477966,0.0622403584420681,0.4166606068611145,False,False,False,False,1
Cora,0,47,1579,0.8034107089042664,0.19658927619457245,0.29086801409721375,0.34944698214530945,0.10013847053050995,0.2945302724838257,False,False,False,False,0
Cora,0,48,598,0.822178304195404,0.17782168090343475,0.3402084410190582,0.3368382453918457,0.08811310678720474,0.3736972212791443,False,False,False,False,0
Cora,0,48,714,0.9130434989929199,0.08695651590824127,1.0248887538909912,0.41598573327064514,0.25967493653297424,0.9383062124252319,True,False,False,False,2
Cora,0,48,1031,0.7213609218597412,0.2786390781402588,0.1919320672750473,0.46482837200164795,0.3750455379486084,0.30804967880249023,False,False,False,False,0
Cora,0,48,1662,0.7724921703338623,0.22750785946846008,0.28572988510131836,0.296346515417099,0.04423875734210014,0.22092047333717346,False,False,False,False,0
Cora,0,48,1666,1.0,0.0,1.023030400276184,0.3676716983318329,0.14721958339214325,1.0155965089797974,True,False,False,False,2
Cora,0,48,2041,0.822178304195404,0.17782168090343475,0.5835944414138794,0.332309752702713,0.08279279619455338,0.3714925944805145,False,False,False,False,0
Cora,0,48,2205,0.7213609218597412,0.2786390781402588,0.19211426377296448,0.46482837200164795,0.3751184046268463,0.30817723274230957,False,False,False,False,0
Cora,0,48,2206,0.7542634010314941,0.24573659896850586,0.2606588304042816,0.47927287220954895,0.4204503893852234,0.3768311142921448,False,False,False,False,0
Cora,0,48,2471,0.9043270349502563,0.09567297250032425,0.8241016864776611,0.2682940661907196,0.0486844964325428,0.7329822778701782,False,False,False,False,2
Cora,0,49,1666,0.7548547983169556,0.24514517188072205,0.2194446325302124,0.5111997723579407,0.5073245167732239,0.4215618371963501,False,False,False,False,0
Cora,0,49,2034,0.8200315237045288,0.17996850609779358,0.37861669063568115,0.4737881124019623,0.40915384888648987,0.5271663665771484,False,False,False,False,0
Cora,0,50,1441,0.885667622089386,0.1143324002623558,0.7099701166152954,0.5165038704872131,0.5359667539596558,0.7058522701263428,False,False,False,False,1
Cora,0,51,457,0.9534757733345032,0.046524208039045334,1.0069600343704224,0.3619341552257538,0.1379636973142624,0.9709932804107666,True,False,False,False,2
Cora,0,51,710,0.8536149859428406,0.14638499915599823,0.47030097246170044,0.4121130704879761,0.2338750809431076,0.5614022016525269,False,False,False,False,1
Cora,0,51,1392,0.9069516062736511,0.09304841607809067,0.8169593811035156,0.43242689967155457,0.3088696002960205,0.9023941159248352,False,False,False,False,2
Cora,0,51,2213,1.0,0.0,1.0392099618911743,0.3605511784553528,0.13774505257606506,1.0227570533752441,True,False,True,False,2
Cora,0,51,2214,0.9512050151824951,0.04879499971866608,1.1750600337982178,0.7587248682975769,0.8815683722496033,1.329913854598999,True,True,True,False,2
